PO Number,Received Quantity,Condition
PO-87865,32,Incomplete
PO-11689,38,Incomplete
PO-37875,51,Good
PO-40183,21,Damaged
PO-53486,95,Good
PO-30459,82,Damaged
PO-81627,60,Damaged
PO-24440,28,Damaged
PO-54909,88,Damaged
PO-30125,75,Incomplete
PO-80947,41,Incomplete
PO-40792,92,Damaged
PO-25565,22,Damaged
PO-48415,30,Good
PO-67557,56,Incomplete
PO-88537,3,Incomplete
PO-13541,29,Damaged
PO-97394,15,Incomplete
PO-10911,57,Incomplete
PO-82163,66,Damaged
PO-95283,90,Good
PO-17583,15,Incomplete
PO-32793,61,Good
PO-90822,71,Good
PO-96063,37,Damaged
PO-59340,36,Good
PO-94505,63,Damaged
PO-18710,68,Damaged
PO-31558,54,Incomplete
PO-13195,55,Damaged
PO-62820,13,Good
PO-58989,10,Damaged
PO-88129,23,Damaged
PO-30507,21,Damaged
PO-64210,21,Good
PO-17804,9,Good
PO-40466,7,Good
PO-29420,52,Good
PO-31992,57,Damaged
PO-41322,21,Good
PO-11958,60,Damaged
PO-53196,33,Good
PO-88305,67,Damaged
PO-26759,98,Incomplete
PO-48189,46,Damaged
PO-69653,35,Incomplete
PO-87213,99,Good
PO-25560,68,Damaged
PO-75530,25,Good
PO-34758,52,Good
PO-29468,39,Incomplete
PO-92053,100,Good
PO-97318,55,Good
PO-28383,65,Damaged
PO-48778,69,Damaged
PO-64772,3,Good
PO-62880,48,Good
PO-77039,51,Damaged
PO-37471,50,Incomplete
PO-15093,31,Good
PO-66394,41,Damaged
PO-72011,97,Incomplete
PO-65609,37,Damaged
PO-88218,100,Good
PO-59949,37,Good
PO-12175,63,Good
PO-17173,31,Damaged
PO-68285,78,Damaged
PO-45733,13,Incomplete
PO-95415,96,Incomplete
PO-79290,3,Damaged
PO-15587,60,Damaged
PO-46148,41,Good
PO-13725,87,Good
PO-63804,89,Damaged
PO-83052,78,Incomplete
PO-30631,13,Good
PO-76198,62,Damaged
PO-59252,61,Good
PO-85317,57,Damaged
PO-60306,88,Good
PO-46985,92,Incomplete
PO-37313,51,Good
PO-58222,70,Damaged
PO-59594,35,Incomplete
PO-24745,50,Good
PO-12040,93,Good
PO-53732,20,Damaged
PO-21907,40,Good
PO-51462,14,Damaged
PO-22377,2,Good
PO-84346,95,Good
PO-50107,96,Incomplete
PO-54563,69,Damaged
PO-65807,48,Damaged
PO-23764,72,Good
PO-51639,13,Incomplete
PO-90445,71,Incomplete
PO-60585,77,Damaged
PO-52780,88,Good
PO-76693,42,Damaged
PO-32379,72,Good
PO-22944,4,Damaged
PO-44741,98,Damaged
PO-43984,55,Damaged
PO-29414,22,Good
PO-13995,94,Damaged
PO-89842,88,Good
PO-28727,85,Good
PO-48880,52,Damaged
PO-49814,83,Incomplete
PO-82286,20,Good
PO-70426,50,Incomplete
PO-94309,75,Damaged
PO-71926,87,Incomplete
PO-70040,76,Good
PO-67008,87,Incomplete
PO-22712,55,Good
PO-86862,23,Damaged
PO-14611,23,Good
PO-41418,79,Good
PO-33898,30,Incomplete
PO-18007,91,Damaged
PO-49591,91,Incomplete
PO-93161,33,Good
PO-89430,13,Good
PO-89152,72,Incomplete
PO-49072,94,Good
PO-20136,45,Good
PO-77268,81,Damaged
PO-82181,43,Good
PO-77946,90,Incomplete
PO-78780,75,Incomplete
PO-34826,4,Damaged
PO-21053,19,Damaged
PO-85938,34,Damaged
PO-35495,37,Damaged
PO-65431,50,Incomplete
PO-96346,16,Damaged
PO-38575,15,Incomplete
PO-16666,75,Incomplete
PO-83747,87,Good
PO-96070,57,Good
PO-36367,96,Damaged
PO-20433,94,Incomplete
PO-42016,81,Good
PO-13992,23,Incomplete
PO-16558,31,Damaged
PO-17116,59,Good
PO-18513,69,Good
PO-52234,79,Good
PO-92249,76,Good
PO-17552,25,Good
PO-86565,5,Good
PO-25496,3,Damaged
PO-68838,28,Good
PO-95557,41,Damaged
PO-38787,32,Damaged
PO-91214,18,Good
PO-75207,30,Incomplete
PO-51495,63,Good
PO-87901,61,Damaged
PO-55622,55,Damaged
PO-58249,39,Good
PO-81793,95,Incomplete
PO-71010,86,Good
PO-56644,31,Good
PO-54393,91,Damaged
PO-35401,14,Incomplete
PO-50335,53,Incomplete
PO-12835,10,Incomplete
PO-99752,17,Good
PO-57957,48,Damaged
PO-78691,62,Damaged
PO-86224,4,Good
PO-31996,42,Damaged
PO-90398,35,Good
PO-93299,17,Damaged
PO-25034,48,Damaged
PO-30375,79,Good
PO-19119,21,Good
PO-24302,96,Good
PO-77678,9,Incomplete
PO-49962,2,Good
PO-88534,65,Incomplete
PO-89131,100,Damaged
PO-86220,26,Good
PO-74468,37,Damaged
PO-13120,5,Damaged
PO-78970,24,Damaged
PO-12143,44,Damaged
PO-37471,37,Good
PO-13258,37,Good
PO-68485,59,Good
PO-38671,77,Good
PO-64532,63,Good
PO-46229,27,Damaged
PO-91502,77,Damaged
PO-48734,49,Good
PO-20902,92,Damaged
PO-15532,19,Good
PO-42420,66,Incomplete
PO-55004,89,Good
PO-87495,32,Good
PO-99260,94,Good
PO-26026,87,Good
PO-49041,71,Damaged
PO-63136,3,Damaged
PO-83658,99,Incomplete
PO-61419,15,Incomplete
PO-78770,56,Damaged
PO-10694,52,Good
PO-74740,54,Damaged
PO-64053,36,Damaged
PO-85869,18,Incomplete
PO-73167,23,Good
PO-85882,40,Damaged
PO-81016,67,Damaged
PO-93525,26,Damaged
PO-77591,26,Incomplete
PO-92892,49,Damaged
PO-42878,68,Good
PO-83169,88,Incomplete
PO-20643,21,Incomplete
PO-33149,37,Good
PO-80473,65,Damaged
PO-10678,96,Damaged
PO-24481,23,Good
PO-15550,5,Incomplete
PO-23273,52,Damaged
PO-72092,53,Incomplete
PO-71327,66,Good
PO-27876,11,Damaged
PO-69982,9,Incomplete
PO-64972,54,Incomplete
PO-49786,14,Damaged
PO-54370,69,Incomplete
PO-91824,44,Good
PO-44885,66,Incomplete
PO-45974,31,Incomplete
PO-78935,100,Incomplete
PO-42022,44,Damaged
PO-66761,11,Incomplete
PO-28910,16,Incomplete
PO-24259,25,Incomplete
PO-17417,70,Damaged
PO-42617,54,Damaged
PO-77005,78,Good
PO-60377,63,Good
PO-70495,93,Good
PO-39878,80,Damaged
PO-30260,40,Incomplete
PO-60805,61,Damaged
PO-51910,95,Incomplete
PO-53426,68,Good
PO-67606,94,Damaged
PO-89491,80,Damaged
PO-27032,19,Good
PO-25482,94,Incomplete
PO-12571,74,Good
PO-96954,86,Good
PO-10371,14,Damaged
PO-90801,61,Incomplete
PO-19865,92,Damaged
PO-53003,66,Good
PO-90599,86,Incomplete
PO-91606,37,Damaged
PO-95571,68,Incomplete
PO-36894,96,Good
PO-94790,11,Good
PO-11944,67,Incomplete
PO-26279,94,Good
PO-63822,29,Incomplete
PO-90860,48,Good
PO-56404,42,Good
PO-89698,49,Good
PO-67750,77,Good
PO-84167,95,Damaged
PO-96854,18,Good
PO-97163,33,Good
PO-59481,77,Damaged
PO-66711,52,Damaged
PO-10613,48,Damaged
PO-46105,54,Damaged
PO-53833,59,Incomplete
PO-76292,48,Incomplete
PO-78331,74,Incomplete
PO-23676,100,Good
PO-69906,78,Incomplete
PO-48323,37,Incomplete
PO-90201,76,Damaged
PO-73873,29,Incomplete
PO-21771,12,Good
PO-92798,32,Good
PO-55120,21,Incomplete
PO-29480,38,Incomplete
PO-65726,88,Good
PO-39594,50,Incomplete
PO-74650,52,Good
PO-81390,99,Incomplete
PO-83979,100,Damaged
PO-77644,81,Good
PO-64086,54,Incomplete
PO-10545,10,Incomplete
PO-24720,62,Incomplete
PO-85417,100,Incomplete
PO-40041,72,Good
PO-87662,95,Incomplete
PO-16449,84,Incomplete
PO-26872,56,Incomplete
PO-78124,30,Good
PO-20132,85,Good
PO-49372,41,Incomplete
PO-93065,87,Incomplete
PO-71128,4,Incomplete
PO-25210,74,Incomplete
PO-35521,87,Damaged
PO-11059,80,Damaged
PO-25478,4,Incomplete
PO-24224,97,Damaged
PO-11917,46,Incomplete
PO-94214,52,Incomplete
PO-61144,35,Damaged
PO-60929,49,Good
PO-48560,48,Good
PO-77205,15,Good
PO-96495,17,Damaged
PO-59845,95,Incomplete
PO-63371,33,Good
PO-19715,56,Incomplete
PO-28658,71,Damaged
PO-28840,38,Damaged
PO-34353,49,Good
PO-69766,91,Incomplete
PO-40095,57,Good
PO-95375,78,Damaged
PO-51181,65,Good
PO-82049,22,Incomplete
PO-49968,65,Damaged
PO-78668,40,Good
PO-92263,84,Damaged
PO-74203,92,Incomplete
PO-81747,68,Damaged
PO-58130,31,Damaged
PO-19570,50,Damaged
PO-80285,22,Good
PO-30932,41,Incomplete
PO-20425,92,Good
PO-29046,66,Good
PO-54886,5,Good
PO-94744,42,Incomplete
PO-77768,16,Incomplete
PO-58300,10,Good
PO-22796,74,Good
PO-50346,7,Incomplete
PO-28971,1,Good
PO-47854,9,Good
PO-67634,59,Damaged
PO-27457,69,Damaged
PO-95918,33,Damaged
PO-77076,61,Incomplete
PO-50527,81,Incomplete
PO-77932,91,Incomplete
PO-81346,11,Incomplete
PO-95168,52,Good
PO-18846,50,Good
PO-45253,13,Damaged
PO-65265,81,Incomplete
PO-36671,36,Incomplete
PO-87319,60,Good
PO-45404,57,Good
PO-26827,15,Good
PO-38711,85,Damaged
PO-84364,6,Damaged
PO-51147,89,Damaged
PO-50789,86,Good
PO-40625,80,Good
PO-72683,43,Good
PO-82429,13,Incomplete
PO-71918,21,Damaged
PO-44763,84,Good
PO-90078,49,Damaged
PO-84717,35,Damaged
PO-33391,23,Good
PO-10822,100,Good
PO-50060,44,Damaged
PO-23860,30,Incomplete
PO-98047,39,Incomplete
PO-56619,13,Incomplete
PO-66381,41,Damaged
PO-11360,29,Incomplete
PO-35598,18,Damaged
PO-77006,82,Incomplete
PO-53455,82,Good
PO-90955,39,Incomplete
PO-40343,49,Good
PO-18380,58,Incomplete
PO-95984,37,Good
PO-49794,13,Incomplete
PO-91375,35,Damaged
PO-56970,77,Good
PO-28576,65,Good
PO-81297,93,Good
PO-25363,85,Good
PO-90055,67,Incomplete
PO-41389,11,Incomplete
PO-31185,16,Damaged
PO-88342,27,Good
PO-40877,68,Incomplete
PO-27204,11,Incomplete
PO-49766,46,Incomplete
PO-29567,98,Damaged
PO-14326,72,Good
PO-48179,4,Good
PO-51688,96,Damaged
PO-67385,13,Good
PO-36446,35,Incomplete
PO-75732,18,Damaged
PO-67481,26,Good
PO-65621,41,Good
PO-25028,13,Good
PO-51280,5,Incomplete
PO-21313,53,Good
PO-39977,88,Good
PO-45160,36,Damaged
PO-59308,37,Good
PO-36948,34,Good
PO-67164,16,Good
PO-27403,35,Good
PO-15595,59,Incomplete
PO-82104,62,Damaged
PO-97921,62,Damaged
PO-23280,4,Incomplete
PO-61842,32,Good
PO-88572,33,Good
PO-21270,68,Damaged
PO-50616,86,Incomplete
PO-41425,98,Good
PO-18240,13,Good
PO-22178,89,Good
PO-33421,67,Incomplete
PO-90178,77,Damaged
PO-32422,5,Damaged
PO-50273,62,Incomplete
PO-26047,23,Damaged
PO-17078,93,Incomplete
PO-79163,65,Damaged
PO-72639,74,Damaged
PO-15642,11,Damaged
PO-52295,49,Good
PO-47214,47,Damaged
PO-19586,43,Good
PO-53669,60,Good
PO-71893,27,Incomplete
PO-39762,80,Good
PO-11926,40,Incomplete
PO-64362,18,Damaged
PO-26041,36,Damaged
PO-69410,21,Incomplete
PO-38796,90,Damaged
PO-40553,81,Good
PO-91064,14,Incomplete
PO-48488,86,Good
PO-64333,56,Incomplete
PO-14049,19,Incomplete
PO-36376,99,Good
PO-96323,12,Damaged
PO-47727,51,Damaged
PO-78888,22,Damaged
PO-98481,25,Good
PO-18620,39,Incomplete
PO-24024,4,Damaged
PO-45084,85,Incomplete
PO-96515,10,Incomplete
PO-37302,63,Incomplete
PO-37562,54,Good
PO-66660,54,Incomplete
PO-24816,80,Incomplete
PO-53217,61,Incomplete
PO-89969,91,Incomplete
PO-30522,30,Damaged
PO-24385,1,Incomplete
PO-38716,74,Good
PO-14847,56,Damaged
PO-74149,98,Good
PO-98621,67,Damaged
PO-10206,84,Incomplete
PO-12885,56,Good
PO-68431,35,Damaged
PO-89639,43,Incomplete
PO-74741,45,Damaged
PO-57208,58,Incomplete
PO-52368,1,Damaged
PO-41554,75,Damaged
PO-90813,51,Damaged
PO-28494,78,Damaged
PO-69824,58,Good
PO-18081,54,Incomplete
PO-93575,16,Incomplete
PO-77316,79,Incomplete
PO-21601,10,Good
PO-67566,90,Incomplete
PO-97236,71,Good
PO-10196,28,Damaged
PO-69954,6,Damaged
PO-15558,34,Good
PO-59917,52,Good
PO-81060,52,Good
PO-71980,13,Damaged
PO-70109,99,Good
PO-88171,43,Incomplete
PO-71152,75,Good
PO-85006,98,Good
PO-23669,42,Incomplete
PO-55509,41,Damaged
PO-71526,7,Damaged
PO-66263,40,Damaged
PO-41539,73,Incomplete
PO-15984,37,Damaged
PO-13010,61,Incomplete
PO-37050,4,Incomplete
PO-24050,91,Damaged
PO-56950,95,Damaged
PO-18351,84,Damaged
PO-50724,40,Incomplete
PO-16616,68,Good
PO-85091,79,Incomplete
PO-13212,55,Good
PO-13859,76,Good
PO-54435,66,Good
PO-69201,91,Incomplete
PO-11425,14,Damaged
PO-99810,12,Incomplete
PO-71399,98,Damaged
PO-10760,54,Incomplete
PO-12762,71,Incomplete
PO-32870,29,Incomplete
PO-33508,31,Good
PO-10109,13,Damaged
PO-69553,64,Damaged
PO-54908,83,Damaged
PO-16923,50,Good
PO-99784,12,Incomplete
PO-10864,67,Good
PO-11273,31,Damaged
PO-79756,55,Good
PO-98754,60,Incomplete
PO-41752,33,Good
PO-75717,84,Incomplete
PO-41129,57,Damaged
PO-96684,73,Good
PO-89132,80,Good
PO-67864,78,Damaged
PO-82629,97,Good
PO-35446,12,Incomplete
PO-85650,23,Good
PO-32583,73,Incomplete
PO-30382,60,Damaged
PO-64770,84,Good
PO-15081,67,Incomplete
PO-83491,73,Good
PO-25128,92,Good
PO-74169,52,Damaged
PO-25540,95,Good
PO-58541,54,Incomplete
PO-21829,70,Good
PO-63643,66,Incomplete
PO-41259,11,Damaged
PO-46855,34,Damaged
PO-88453,96,Damaged
PO-93394,43,Damaged
PO-16767,68,Damaged
PO-15283,25,Damaged
PO-18723,11,Damaged
PO-85992,80,Damaged
PO-37876,95,Good
PO-36802,13,Damaged
PO-40663,92,Good
PO-47484,38,Incomplete
PO-46647,67,Damaged
PO-22190,64,Damaged
PO-61924,43,Incomplete
PO-68895,46,Good
PO-98561,71,Good
PO-87070,100,Good
PO-72768,63,Good
PO-90649,26,Good
PO-27141,97,Incomplete
PO-37932,10,Damaged
PO-63004,39,Incomplete
PO-75904,98,Incomplete
PO-44630,61,Good
PO-76969,22,Good
PO-16546,71,Good
PO-46417,15,Incomplete
PO-82825,37,Good
PO-93903,69,Incomplete
PO-23965,78,Damaged
PO-11378,64,Damaged
PO-74330,98,Damaged
PO-81896,91,Good
PO-61226,42,Damaged
PO-23489,1,Good
PO-14569,80,Good
PO-76776,63,Damaged
PO-56142,19,Incomplete
PO-84197,1,Damaged
PO-88060,75,Damaged
PO-88377,90,Incomplete
PO-26443,17,Damaged
PO-20398,74,Damaged
PO-28124,2,Incomplete
PO-94793,2,Good
PO-49434,34,Damaged
PO-70309,43,Damaged
PO-32563,97,Incomplete
PO-34867,48,Good
PO-51164,58,Good
PO-95165,33,Incomplete
PO-36367,52,Incomplete
PO-50871,94,Incomplete
PO-22866,29,Good
PO-70501,28,Damaged
PO-57552,79,Damaged
PO-78502,83,Good
PO-33012,50,Damaged
PO-34128,78,Incomplete
PO-14582,49,Good
PO-90765,62,Good
PO-33563,92,Good
PO-58671,12,Incomplete
PO-25362,68,Damaged
PO-20033,16,Incomplete
PO-97319,57,Incomplete
PO-86550,48,Incomplete
PO-37830,71,Incomplete
PO-36043,40,Incomplete
PO-63385,68,Good
PO-62859,6,Damaged
PO-91602,62,Damaged
PO-16225,81,Good
PO-12327,3,Damaged
PO-26508,32,Good
PO-79481,1,Incomplete
PO-31682,27,Incomplete
PO-45328,94,Incomplete
PO-69074,2,Good
PO-10276,46,Damaged
PO-32500,16,Incomplete
PO-43889,41,Good
PO-90466,55,Incomplete
PO-59170,70,Incomplete
PO-75954,6,Damaged
PO-61619,82,Good
PO-69104,4,Damaged
PO-61279,57,Damaged
PO-95626,82,Incomplete
PO-60634,53,Good
PO-74743,86,Good
PO-22875,48,Damaged
PO-98105,22,Incomplete
PO-52368,7,Good
PO-97688,65,Good
PO-87856,1,Good
PO-12220,49,Incomplete
PO-80114,69,Good
PO-43385,15,Incomplete
PO-56267,53,Incomplete
PO-26061,27,Damaged
PO-37411,62,Damaged
PO-43962,34,Damaged
PO-15355,88,Good
PO-72152,94,Good
PO-79138,22,Damaged
PO-78792,13,Good
PO-76577,3,Damaged
PO-73453,59,Damaged
PO-56638,51,Damaged
PO-67545,88,Good
PO-47548,35,Damaged
PO-85868,3,Damaged
PO-44582,25,Incomplete
PO-61168,91,Damaged
PO-75788,79,Good
PO-48864,31,Good
PO-85361,50,Incomplete
PO-26012,99,Incomplete
PO-95218,56,Good
PO-41109,22,Incomplete
PO-53304,11,Good
PO-35729,14,Damaged
PO-56464,26,Damaged
PO-97630,100,Good
PO-86235,11,Incomplete
PO-96511,12,Incomplete
PO-87614,21,Good
PO-87852,98,Damaged
PO-92870,59,Good
PO-43137,48,Damaged
PO-33969,91,Good
PO-85284,41,Incomplete
PO-21323,4,Good
PO-72736,65,Damaged
PO-20243,14,Good
PO-27449,84,Incomplete
PO-23893,83,Incomplete
PO-48201,41,Incomplete
PO-99697,78,Good
PO-81754,50,Good
PO-54362,33,Damaged
PO-38895,72,Damaged
PO-14444,53,Incomplete
PO-16918,37,Damaged
PO-39595,41,Incomplete
PO-49939,56,Damaged
PO-13674,45,Good
PO-40819,91,Damaged
PO-10819,30,Damaged
PO-82007,98,Damaged
PO-89616,65,Good
PO-84054,41,Good
PO-27672,17,Damaged
PO-32258,3,Good
PO-37173,94,Incomplete
PO-76541,45,Damaged
PO-87071,52,Damaged
PO-13467,82,Incomplete
PO-98314,88,Incomplete
PO-52932,35,Good
PO-53544,7,Good
PO-91374,52,Good
PO-39523,82,Good
PO-32451,94,Good
PO-60130,32,Damaged
PO-43127,13,Incomplete
PO-50447,3,Good
PO-27843,86,Good
PO-59789,66,Incomplete
PO-98226,91,Damaged
PO-26989,60,Good
PO-13573,90,Damaged
PO-25739,6,Damaged
PO-12043,94,Incomplete
PO-24904,84,Good
PO-54777,64,Good
PO-89867,75,Good
PO-24173,7,Good
PO-68251,82,Good
PO-72919,34,Incomplete
PO-24781,82,Good
PO-31397,60,Good
PO-16538,97,Incomplete
PO-19221,80,Incomplete
PO-30950,59,Good
PO-57146,87,Incomplete
PO-49646,13,Damaged
PO-20235,72,Good
PO-43931,74,Damaged
PO-43698,79,Damaged
PO-50412,36,Good
PO-71122,29,Incomplete
PO-24685,82,Damaged
PO-83371,68,Damaged
PO-28387,42,Damaged
PO-20717,15,Damaged
PO-50882,96,Incomplete
PO-32302,51,Damaged
PO-92710,93,Incomplete
PO-16049,80,Damaged
PO-79707,32,Good
PO-76440,56,Good
PO-56638,5,Damaged
PO-56585,4,Damaged
PO-40932,58,Good
PO-16669,19,Good
PO-20111,71,Damaged
PO-83316,24,Incomplete
PO-18696,1,Good
PO-27018,14,Incomplete
PO-52373,61,Good
PO-19104,74,Good
PO-64190,39,Damaged
PO-51552,21,Incomplete
PO-78437,34,Good
PO-65524,21,Incomplete
PO-79669,24,Damaged
PO-98389,80,Incomplete
PO-92169,30,Damaged
PO-37004,15,Incomplete
PO-49584,9,Damaged
PO-74490,75,Damaged
PO-42731,76,Incomplete
PO-67444,1,Incomplete
PO-95748,83,Damaged
PO-85746,100,Good
PO-55615,74,Damaged
PO-75637,92,Good
PO-86864,59,Good
PO-69524,78,Damaged
PO-38715,12,Incomplete
PO-64528,67,Damaged
PO-73421,68,Damaged
PO-79453,42,Damaged
PO-26282,66,Incomplete
PO-78372,82,Good
PO-58192,88,Damaged
PO-13839,49,Good
PO-64774,64,Incomplete
PO-85240,6,Good
PO-87761,29,Damaged
PO-73711,13,Incomplete
PO-18053,81,Incomplete
PO-44525,93,Incomplete
PO-93861,73,Incomplete
PO-82047,49,Damaged
PO-15160,44,Good
PO-21109,90,Incomplete
PO-80133,33,Damaged
PO-35239,35,Incomplete
PO-49832,72,Damaged
PO-40958,40,Damaged
PO-32336,3,Good
PO-32513,57,Damaged
PO-18412,90,Damaged
PO-84098,44,Good
PO-25836,67,Good
PO-41551,78,Good
PO-44786,12,Good
PO-80672,39,Damaged
PO-57998,41,Incomplete
PO-17024,10,Damaged
PO-22023,83,Damaged
PO-79568,20,Incomplete
PO-74920,66,Good
PO-69787,78,Damaged
PO-52666,72,Damaged
PO-45331,99,Incomplete
PO-86383,38,Incomplete
PO-86627,8,Good
PO-33465,19,Incomplete
PO-53151,40,Incomplete
PO-32129,68,Damaged
PO-25060,74,Good
PO-83953,78,Good
PO-92047,38,Incomplete
PO-60476,48,Good
PO-94343,10,Incomplete
PO-69848,31,Damaged
PO-68668,53,Incomplete
PO-97742,43,Good
PO-72464,84,Damaged
PO-44288,9,Good
PO-11892,18,Incomplete
PO-97330,86,Good
PO-97014,50,Good
PO-29501,92,Damaged
PO-10203,43,Good
PO-58063,64,Damaged
PO-36578,79,Incomplete
PO-85291,76,Good
PO-14645,97,Good
PO-50761,47,Incomplete
PO-62366,13,Incomplete
PO-82923,40,Incomplete
PO-39549,75,Incomplete
PO-67071,19,Incomplete
PO-18958,59,Good
PO-17609,57,Damaged
PO-73342,30,Damaged
PO-25061,84,Damaged
PO-75669,4,Damaged
PO-73426,90,Damaged
PO-26180,73,Good
PO-30685,48,Incomplete
PO-47659,54,Good
PO-26619,63,Damaged
PO-30095,34,Incomplete
PO-17160,59,Good
PO-85255,63,Incomplete
PO-12338,75,Damaged
PO-17945,83,Good
PO-78079,96,Damaged
PO-74078,2,Good
PO-53437,91,Damaged
PO-36432,46,Good
PO-51399,71,Damaged
PO-14846,59,Damaged
PO-13750,3,Damaged
PO-15646,66,Incomplete
PO-45589,66,Damaged
PO-17870,81,Good
PO-95057,58,Damaged
PO-54535,25,Incomplete
PO-15011,7,Good
PO-37390,10,Good
PO-39674,50,Damaged
PO-37646,46,Incomplete
PO-88836,44,Damaged
PO-74278,21,Damaged
PO-81283,100,Good
PO-23490,42,Damaged
PO-28310,50,Incomplete
PO-15388,95,Good
PO-35563,52,Damaged
PO-54887,57,Good
PO-21791,41,Damaged
PO-17267,1,Incomplete
PO-52003,4,Good
PO-21129,9,Damaged
PO-69219,66,Incomplete
PO-22709,92,Damaged
PO-59365,46,Incomplete
PO-87641,33,Damaged
PO-67716,72,Good
PO-85104,76,Damaged
PO-36834,13,Damaged
PO-59908,65,Incomplete
PO-48138,20,Damaged
PO-80702,76,Incomplete
PO-51993,53,Damaged
PO-47867,17,Damaged
PO-86839,79,Damaged
PO-12741,11,Damaged
PO-92659,16,Damaged
PO-36594,3,Good
PO-48515,74,Damaged
PO-25655,68,Incomplete
PO-16964,85,Incomplete
PO-49279,74,Incomplete
PO-72575,36,Damaged
PO-79791,15,Incomplete
PO-49296,95,Good
PO-76479,70,Damaged
PO-84823,78,Good
PO-86003,84,Damaged
PO-66614,68,Good
PO-66474,61,Damaged
PO-27080,23,Incomplete
PO-24054,53,Incomplete
PO-39137,20,Good
PO-15594,8,Damaged
PO-82071,56,Incomplete
PO-12218,84,Damaged
PO-55686,29,Incomplete
PO-70703,12,Incomplete
PO-27740,85,Damaged
PO-28780,27,Damaged
PO-75739,46,Damaged
PO-74543,14,Damaged
PO-74350,67,Incomplete
PO-89284,55,Incomplete
PO-51888,40,Incomplete
PO-97884,75,Damaged
PO-97220,81,Damaged
PO-23880,82,Good
PO-56984,48,Incomplete
PO-75421,12,Incomplete
PO-73993,17,Good
PO-77456,72,Good
PO-82966,75,Incomplete
PO-91353,94,Damaged
PO-65401,63,Incomplete
PO-43665,29,Damaged
PO-57813,90,Good
PO-47496,57,Good
PO-92472,73,Good
PO-84462,94,Damaged
PO-81381,74,Damaged
PO-40889,10,Damaged
PO-51853,49,Incomplete
PO-56278,4,Good
PO-55244,90,Damaged
PO-83305,21,Good
PO-33102,1,Good
PO-53684,69,Damaged
PO-22869,11,Damaged
PO-78190,9,Incomplete
PO-19521,36,Good
PO-45276,2,Damaged
PO-85048,67,Damaged
PO-93857,19,Incomplete
PO-13907,67,Incomplete
PO-15577,45,Damaged
PO-57311,16,Damaged
PO-61470,77,Incomplete
PO-13193,67,Good
PO-16733,67,Incomplete
PO-52256,6,Damaged
PO-60127,52,Good
PO-35362,10,Damaged
PO-85249,78,Good
PO-15060,96,Good
PO-83806,23,Good
PO-12988,37,Damaged
PO-47595,61,Incomplete
PO-36523,47,Damaged
PO-86343,86,Incomplete
PO-97240,7,Incomplete
PO-40849,66,Good
PO-53558,82,Damaged
PO-65752,46,Incomplete
PO-56343,71,Good
PO-80544,55,Damaged
PO-43465,30,Damaged
PO-88565,76,Good
PO-59027,33,Incomplete
PO-21931,36,Good
PO-25851,43,Damaged
PO-87918,1,Incomplete
PO-11562,31,Damaged
PO-28664,68,Good
PO-48017,12,Good
PO-55967,93,Damaged
PO-46672,7,Incomplete
PO-39373,41,Incomplete
PO-47059,68,Damaged
PO-67710,7,Damaged
PO-43206,39,Incomplete
PO-47737,66,Damaged
PO-48849,66,Incomplete
PO-56124,7,Incomplete
PO-89240,42,Incomplete
PO-81938,86,Damaged
PO-47723,19,Incomplete
PO-61748,24,Good
PO-73526,56,Good
PO-95190,45,Incomplete
PO-60889,89,Good
PO-80727,14,Damaged
PO-85557,88,Good
PO-47805,3,Incomplete
PO-33324,51,Good
PO-20364,39,Incomplete
PO-25467,62,Damaged
PO-53394,46,Incomplete
PO-29182,38,Incomplete
PO-77407,47,Damaged
PO-70453,39,Incomplete
PO-32113,66,Incomplete
PO-92353,45,Incomplete
PO-86058,3,Good
PO-59788,24,Damaged
PO-74034,14,Damaged
PO-38432,31,Damaged
PO-79661,36,Incomplete
PO-37960,32,Incomplete
PO-61052,57,Good
PO-76030,85,Damaged
PO-70628,42,Damaged
PO-38266,35,Damaged
PO-22723,96,Incomplete
PO-32097,14,Good
PO-87437,86,Incomplete
PO-75650,16,Damaged
PO-79402,40,Incomplete
PO-58988,30,Damaged
PO-14633,98,Good
PO-52091,97,Incomplete
PO-97657,68,Incomplete
PO-69684,73,Incomplete
PO-80463,25,Damaged
PO-77103,17,Good
PO-22701,51,Damaged
PO-61590,65,Good
PO-61148,93,Damaged
PO-63324,31,Incomplete
PO-17656,68,Damaged
PO-71881,86,Good
PO-85019,2,Good
PO-95249,36,Incomplete
PO-56391,12,Damaged
PO-30320,47,Good
PO-78774,41,Incomplete
PO-18892,99,Damaged
PO-28924,42,Good
PO-53171,3,Incomplete
PO-36183,43,Incomplete
PO-74851,32,Good
PO-91181,56,Good
PO-15854,59,Damaged
PO-84534,66,Damaged
PO-62870,44,Damaged
PO-21198,54,Good
PO-64921,55,Damaged
PO-83517,64,Good
PO-52486,28,Good
PO-39322,19,Incomplete
PO-13581,99,Incomplete
PO-13170,2,Incomplete
PO-88515,28,Damaged
PO-57658,35,Damaged
PO-81754,21,Good
PO-46591,77,Damaged
PO-76680,17,Good
PO-98416,30,Incomplete
PO-33287,63,Damaged
PO-43014,93,Incomplete
PO-45489,49,Incomplete
PO-22337,49,Damaged
PO-77448,85,Good
PO-24529,84,Damaged
PO-98807,51,Incomplete
PO-98000,98,Good
PO-65035,6,Good
PO-39042,24,Incomplete
PO-23726,91,Incomplete
PO-73523,86,Incomplete
