PO Number,Vendor,Item,Unit Price,Quantity,Total Amount
PO-41401,Vendor_29447,Item_71527,2887.26,36,103941.36
PO-31787,Vendor_94324,Item_21426,8598.66,66,567511.56
PO-77853,Vendor_18267,Item_71897,5654.37,50,282718.5
PO-67681,Vendor_44013,Item_42228,8481.95,96,814267.2
PO-92132,Vendor_60535,Item_94956,6401.76,66,422516.16
PO-45846,Vendor_24653,Item_68377,6287.69,74,465289.06
PO-90803,Vendor_26685,Item_12680,6018.0,56,337008.0
PO-92333,Vendor_53706,Item_23211,3557.27,26,92489.02
PO-22226,Vendor_58114,Item_33477,9829.71,3,29489.13
PO-33721,Vendor_27764,Item_54080,4036.07,47,189695.29
PO-34815,Vendor_81387,Item_31603,872.94,25,21823.5
PO-79296,Vendor_79008,Item_61826,6790.13,4,27160.52
PO-74966,Vendor_90209,Item_18497,5856.42,61,357241.62
PO-62887,Vendor_37748,Item_69370,3336.39,14,46709.46
PO-34210,Vendor_81623,Item_98946,442.44,66,29201.04
PO-52542,Vendor_70992,Item_77758,465.11,63,29301.93
PO-78940,Vendor_50822,Item_67875,9810.04,46,451261.84
PO-81727,Vendor_81042,Item_48266,1185.93,26,30834.18
PO-42583,Vendor_53467,Item_15416,1712.36,49,83905.64
PO-62959,Vendor_41265,Item_76794,1196.94,54,64634.76
PO-46356,Vendor_33983,Item_16396,3981.35,53,211011.55
PO-69373,Vendor_16231,Item_21574,4294.35,57,244777.95
PO-89442,Vendor_51467,Item_22689,1114.5,84,93618.0
PO-77656,Vendor_71318,Item_95087,1570.7,87,136650.9
PO-21685,Vendor_46781,Item_76520,2620.64,82,214892.48
PO-80411,Vendor_65588,Item_76495,9783.86,8,78270.88
PO-33971,Vendor_82765,Item_22570,7054.77,28,197533.56
PO-83434,Vendor_51752,Item_73035,4062.01,8,32496.08
PO-20749,Vendor_67547,Item_64649,7333.54,13,95336.02
PO-81272,Vendor_54159,Item_43095,7998.82,54,431936.28
PO-56930,Vendor_75125,Item_47787,4857.77,82,398337.14
PO-30444,Vendor_11544,Item_78662,7420.83,12,89049.96
PO-35994,Vendor_95669,Item_65130,6897.79,60,413867.4
PO-50618,Vendor_31534,Item_19239,2766.89,89,246253.21
PO-31787,Vendor_47248,Item_59046,1437.75,37,53196.75
PO-46254,Vendor_30139,Item_53182,5040.03,81,408242.43
PO-18816,Vendor_15369,Item_54393,8548.46,59,504359.14
PO-33041,Vendor_87545,Item_66175,3740.65,60,224439.0
PO-34766,Vendor_83098,Item_14354,9118.0,47,428546.0
PO-99411,Vendor_39711,Item_55532,9963.85,83,826999.55
PO-78145,Vendor_81659,Item_53172,8114.93,22,178528.46
PO-22270,Vendor_76427,Item_84345,2167.92,77,166929.84
PO-16692,Vendor_85008,Item_45866,5831.93,2,11663.86
PO-60334,Vendor_44017,Item_92577,5293.94,39,206463.66
PO-33926,Vendor_88194,Item_16236,1416.05,11,15576.55
PO-66412,Vendor_73001,Item_72340,6272.17,39,244614.63
PO-97659,Vendor_20563,Item_85634,9502.52,30,285075.6
PO-26765,Vendor_55460,Item_67726,9289.39,77,715283.03
PO-88837,Vendor_81539,Item_71304,1299.24,58,75355.92
PO-32786,Vendor_15256,Item_62668,6261.25,91,569773.75
PO-27245,Vendor_12303,Item_49331,3086.26,7,21603.82
PO-93463,Vendor_48299,Item_63981,4548.12,39,177376.68
PO-50535,Vendor_60941,Item_81500,2117.61,42,88939.62
PO-81416,Vendor_97664,Item_48799,9795.19,62,607301.78
PO-35792,Vendor_93638,Item_18258,8320.7,44,366110.8
PO-77544,Vendor_53978,Item_94897,5429.89,21,114027.69
PO-54537,Vendor_82692,Item_20027,1155.7,22,25425.4
PO-67334,Vendor_20597,Item_46574,5707.59,42,239718.78
PO-88092,Vendor_51068,Item_22778,913.41,76,69419.16
PO-99336,Vendor_60380,Item_60968,9852.16,68,669946.88
PO-94270,Vendor_69410,Item_59971,3221.77,37,119205.49
PO-71059,Vendor_33242,Item_81186,9441.83,62,585393.46
PO-98665,Vendor_50472,Item_12937,7906.46,60,474387.6
PO-39917,Vendor_67462,Item_10223,7012.96,84,589088.64
PO-54069,Vendor_71896,Item_71731,3438.67,34,116914.78
PO-77739,Vendor_37377,Item_89589,3261.83,60,195709.8
PO-95936,Vendor_19792,Item_65997,4411.09,96,423464.64
PO-41028,Vendor_10878,Item_44442,1193.76,8,9550.08
PO-86373,Vendor_18110,Item_54242,3587.31,43,154254.33
PO-13452,Vendor_21080,Item_74001,1744.87,65,113416.55
PO-77936,Vendor_36042,Item_58960,2293.3,50,114665.0
PO-98229,Vendor_10702,Item_53363,8829.92,55,485645.6
PO-67833,Vendor_60729,Item_37343,3585.15,80,286812.0
PO-25294,Vendor_67003,Item_89231,1556.79,78,121429.62
PO-75232,Vendor_46446,Item_51001,7546.3,71,535787.3
PO-93084,Vendor_42066,Item_89236,9163.28,71,650592.88
PO-53031,Vendor_71491,Item_11018,6104.9,93,567755.7
PO-40517,Vendor_60231,Item_14499,7967.97,12,95615.64
PO-59861,Vendor_35051,Item_85993,8498.94,35,297462.9
PO-38309,Vendor_25125,Item_44069,4842.21,7,33895.47
PO-26728,Vendor_12558,Item_86395,8473.56,80,677884.8
PO-62266,Vendor_49818,Item_21281,5496.72,33,181391.76
PO-59268,Vendor_84462,Item_22461,4987.89,51,254382.39
PO-75941,Vendor_72279,Item_50889,6744.73,35,236065.55
PO-98259,Vendor_20244,Item_82788,9742.91,92,896347.72
PO-45662,Vendor_84153,Item_31895,4334.35,45,195045.75
PO-35267,Vendor_60729,Item_71316,3135.61,28,87797.08
PO-49933,Vendor_34626,Item_82529,2367.11,91,215407.01
PO-57358,Vendor_28747,Item_95225,75.96,7,531.72
PO-51066,Vendor_83273,Item_14192,4892.85,58,283785.3
PO-80338,Vendor_60173,Item_98671,8936.48,46,411078.08
PO-15934,Vendor_50715,Item_65136,7496.69,66,494781.54
PO-35764,Vendor_45940,Item_24377,2942.23,28,82382.44
PO-89284,Vendor_64269,Item_97973,1540.03,97,149382.91
PO-14438,Vendor_70601,Item_99339,6872.53,79,542929.87
PO-32392,Vendor_91326,Item_67493,738.83,80,59106.4
PO-67526,Vendor_46605,Item_11633,8170.78,48,392197.44
PO-83076,Vendor_69826,Item_25159,2028.07,81,164273.67
PO-64834,Vendor_93836,Item_86314,9335.8,24,224059.2
PO-37163,Vendor_68210,Item_57253,8312.15,94,781342.1
PO-23267,Vendor_81242,Item_96829,9877.23,5,49386.15
PO-87552,Vendor_17237,Item_42606,9676.77,59,570929.43
PO-57971,Vendor_19291,Item_87637,1873.16,38,71180.08
PO-23061,Vendor_36373,Item_45668,3686.24,70,258036.8
PO-32924,Vendor_93593,Item_82451,6941.62,48,333197.76
PO-88794,Vendor_76542,Item_20249,39.03,38,1483.14
PO-89344,Vendor_57534,Item_95177,1160.81,66,76613.46
PO-35650,Vendor_19893,Item_30493,2639.83,94,248144.02
PO-24382,Vendor_52787,Item_95657,7358.62,51,375289.62
PO-14351,Vendor_16912,Item_71237,8898.93,45,400451.85
PO-77012,Vendor_78417,Item_61452,258.18,10,2581.8
PO-72454,Vendor_83835,Item_40990,2102.41,94,197626.54
PO-99901,Vendor_78791,Item_87269,6852.55,21,143903.55
PO-84634,Vendor_25305,Item_43321,8441.35,13,109737.55
PO-92099,Vendor_44688,Item_93288,9209.62,74,681511.88
PO-11173,Vendor_43522,Item_72350,4925.33,78,384175.74
PO-67414,Vendor_36304,Item_94837,7204.89,79,569186.31
PO-83278,Vendor_84623,Item_13325,5970.32,94,561210.08
PO-17610,Vendor_72276,Item_57067,5104.06,88,449157.28
PO-92107,Vendor_34799,Item_92652,4732.19,74,350182.06
PO-61026,Vendor_10308,Item_76659,8678.23,24,208277.52
PO-49783,Vendor_65806,Item_11679,9794.81,26,254665.06
PO-44326,Vendor_11607,Item_72109,881.69,35,30859.15
PO-14193,Vendor_55452,Item_21344,6682.2,61,407614.2
PO-50698,Vendor_43308,Item_32598,6109.11,5,30545.55
PO-22013,Vendor_32067,Item_74721,5547.31,75,416048.25
PO-27321,Vendor_90850,Item_82094,7715.39,41,316330.99
PO-57792,Vendor_52566,Item_19193,8935.58,90,804202.2
PO-80214,Vendor_17323,Item_83272,3727.31,7,26091.17
PO-50514,Vendor_31349,Item_21136,2082.38,47,97871.86
PO-47230,Vendor_40371,Item_64886,446.75,51,22784.25
PO-15299,Vendor_62921,Item_58931,9030.76,52,469599.52
PO-58405,Vendor_14192,Item_15959,7243.35,16,115893.6
PO-34491,Vendor_82223,Item_20127,131.08,7,917.56
PO-79334,Vendor_10257,Item_93682,1005.35,36,36192.6
PO-61957,Vendor_50549,Item_60343,5175.28,67,346743.76
PO-76198,Vendor_88744,Item_25113,8442.47,95,802034.65
PO-21510,Vendor_45331,Item_30171,3603.8,33,118925.4
PO-24035,Vendor_20414,Item_13299,5080.45,86,436918.7
PO-11917,Vendor_27104,Item_33585,6910.14,94,649553.16
PO-46452,Vendor_71827,Item_89600,1633.41,44,71870.04
PO-35311,Vendor_33868,Item_19127,1419.98,74,105078.52
PO-95116,Vendor_79403,Item_64627,9076.7,60,544602.0
PO-60745,Vendor_31790,Item_87147,1195.09,34,40633.06
PO-18248,Vendor_54674,Item_50761,2967.94,8,23743.52
PO-60764,Vendor_93069,Item_72669,9388.13,15,140821.95
PO-65495,Vendor_77255,Item_46241,6884.32,26,178992.32
PO-21699,Vendor_21538,Item_60708,8081.46,9,72733.14
PO-73282,Vendor_56727,Item_18130,2826.91,4,11307.64
PO-13508,Vendor_95671,Item_70955,4366.73,74,323138.02
PO-16898,Vendor_18988,Item_72948,1952.17,98,191312.66
PO-48194,Vendor_87396,Item_84019,9673.83,25,241845.75
PO-36946,Vendor_47805,Item_25864,8030.72,15,120460.8
PO-25707,Vendor_79887,Item_70937,993.03,75,74477.25
PO-36866,Vendor_41316,Item_97940,576.67,4,2306.68
PO-99742,Vendor_34478,Item_92048,4098.96,25,102474.0
PO-68441,Vendor_76471,Item_24180,2903.76,53,153899.28
PO-82336,Vendor_70646,Item_50052,9479.83,96,910063.68
PO-32486,Vendor_99286,Item_59069,5207.71,44,229139.24
PO-60415,Vendor_72291,Item_17776,8915.28,33,294204.24
PO-76201,Vendor_79684,Item_63841,3918.97,49,192029.53
PO-93293,Vendor_29337,Item_36500,636.95,39,24841.05
PO-81172,Vendor_75987,Item_20218,9011.28,39,351439.92
PO-16084,Vendor_22195,Item_85705,7386.41,15,110796.15
PO-83181,Vendor_36478,Item_98667,9180.85,31,284606.35
PO-56283,Vendor_80661,Item_46650,5089.26,66,335891.16
PO-25026,Vendor_36464,Item_37742,3823.68,54,206478.72
PO-70320,Vendor_33529,Item_46220,998.57,58,57917.06
PO-79832,Vendor_36118,Item_97205,3487.67,29,101142.43
PO-90279,Vendor_98910,Item_61336,6038.86,25,150971.5
PO-92021,Vendor_42373,Item_49941,2757.27,47,129591.69
PO-28123,Vendor_10053,Item_99904,1111.85,19,21125.15
PO-69289,Vendor_38553,Item_45343,7939.03,41,325500.23
PO-64598,Vendor_20163,Item_82878,8778.65,6,52671.9
PO-79848,Vendor_39646,Item_36523,118.43,93,11013.99
PO-80305,Vendor_36563,Item_77542,3643.44,20,72868.8
PO-91978,Vendor_11280,Item_34787,3777.13,1,3777.13
PO-37220,Vendor_90113,Item_73716,5402.82,58,313363.56
PO-23211,Vendor_86869,Item_56496,3076.93,76,233846.68
PO-29084,Vendor_82235,Item_49001,6174.6,45,277857.0
PO-96223,Vendor_63748,Item_19281,311.8,81,25255.8
PO-31918,Vendor_87638,Item_36496,55.33,14,774.62
PO-84224,Vendor_92041,Item_21369,6144.39,98,602150.22
PO-16564,Vendor_58222,Item_47680,1022.61,12,12271.32
PO-26874,Vendor_99841,Item_34677,4264.52,77,328368.04
PO-87141,Vendor_19047,Item_25464,532.67,82,43678.94
PO-84235,Vendor_83679,Item_83097,2594.23,77,199755.71
PO-46425,Vendor_99797,Item_49185,3771.52,15,56572.8
PO-26283,Vendor_71845,Item_28344,6994.52,38,265791.76
PO-79390,Vendor_68373,Item_21382,4187.97,70,293157.9
PO-83226,Vendor_38882,Item_34444,3811.52,76,289675.52
PO-73388,Vendor_48351,Item_54910,5842.5,96,560880.0
PO-41654,Vendor_90493,Item_79871,6086.16,64,389514.24
PO-96305,Vendor_23942,Item_24961,5922.3,45,266503.5
PO-32483,Vendor_90483,Item_19196,464.32,4,1857.28
PO-57190,Vendor_17669,Item_97856,4317.52,6,25905.12
PO-76592,Vendor_96284,Item_20645,1063.92,42,44684.64
PO-59619,Vendor_12412,Item_28932,2502.85,63,157679.55
PO-82592,Vendor_72502,Item_58091,1308.64,50,65432.0
PO-87042,Vendor_25782,Item_52725,4154.45,9,37390.05
PO-69338,Vendor_37532,Item_25923,7748.68,33,255706.44
PO-75256,Vendor_35087,Item_62281,4107.77,9,36969.93
PO-21598,Vendor_68901,Item_17708,362.5,46,16675.0
PO-41633,Vendor_91010,Item_31495,5214.36,82,427577.52
PO-81998,Vendor_99342,Item_25362,8235.58,67,551783.86
PO-72914,Vendor_12244,Item_37333,6303.33,16,100853.28
PO-76739,Vendor_75893,Item_81655,8660.19,12,103922.28
PO-81678,Vendor_57166,Item_46392,8809.43,86,757610.98
PO-54660,Vendor_89261,Item_47099,135.62,39,5289.18
PO-10683,Vendor_71331,Item_81810,4514.61,16,72233.76
PO-66581,Vendor_72744,Item_85513,4225.3,26,109857.8
PO-94789,Vendor_32036,Item_56371,6142.95,100,614295.0
PO-27247,Vendor_89489,Item_36614,5759.99,64,368639.36
PO-69104,Vendor_34674,Item_88949,7167.47,47,336871.09
PO-40599,Vendor_37960,Item_37291,2959.12,57,168669.84
PO-70535,Vendor_73999,Item_86994,1371.61,85,116586.85
PO-16433,Vendor_88532,Item_18944,7375.2,82,604766.4
PO-37987,Vendor_66161,Item_86704,5723.87,21,120201.27
PO-14337,Vendor_69379,Item_90956,2210.84,86,190132.24
PO-64088,Vendor_54880,Item_33380,3569.46,7,24986.22
PO-51743,Vendor_75713,Item_90407,4490.66,60,269439.6
PO-83184,Vendor_29433,Item_67621,7380.03,65,479701.95
PO-69380,Vendor_64497,Item_97977,691.15,41,28337.15
PO-42766,Vendor_84525,Item_46566,3958.56,95,376063.2
PO-40847,Vendor_25326,Item_27670,9841.92,70,688934.4
PO-88941,Vendor_71169,Item_47096,8957.56,36,322472.16
PO-91778,Vendor_99387,Item_62077,4274.71,1,4274.71
PO-23436,Vendor_79755,Item_63807,3820.53,37,141359.61
PO-58800,Vendor_32597,Item_67344,5993.53,19,113877.07
PO-13945,Vendor_92421,Item_66437,6571.49,88,578291.12
PO-98596,Vendor_84929,Item_55260,6388.73,86,549430.78
PO-44192,Vendor_93006,Item_69742,253.78,16,4060.48
PO-72325,Vendor_10733,Item_43445,1143.05,5,5715.25
PO-58656,Vendor_86138,Item_16364,2372.96,99,234923.04
PO-23021,Vendor_10212,Item_88512,2958.7,44,130182.8
PO-10354,Vendor_21590,Item_89193,5332.15,71,378582.65
PO-73315,Vendor_72971,Item_55638,7966.66,68,541732.88
PO-65281,Vendor_62749,Item_24152,4997.02,97,484710.94
PO-58896,Vendor_76950,Item_17161,7417.28,12,89007.36
PO-57767,Vendor_87392,Item_65794,721.14,35,25239.9
PO-75257,Vendor_31295,Item_26399,7236.55,31,224333.05
PO-66752,Vendor_28541,Item_67884,2868.34,81,232335.54
PO-99193,Vendor_16203,Item_92147,1484.85,18,26727.3
PO-49084,Vendor_95016,Item_75709,7809.93,38,296777.34
PO-62971,Vendor_38190,Item_26505,3648.63,88,321079.44
PO-54435,Vendor_70447,Item_32152,6517.06,66,430125.96
PO-46759,Vendor_43197,Item_61680,6527.53,74,483037.22
PO-93812,Vendor_79415,Item_65013,2631.4,73,192092.2
PO-62836,Vendor_36347,Item_20084,6695.24,79,528923.96
PO-14594,Vendor_20215,Item_22187,9385.38,28,262790.64
PO-85183,Vendor_72849,Item_74630,2460.13,8,19681.04
PO-27282,Vendor_83010,Item_98633,6183.45,53,327722.85
PO-54364,Vendor_75533,Item_64794,8626.64,50,431332.0
PO-19367,Vendor_53424,Item_79252,5545.07,92,510146.44
PO-48332,Vendor_89607,Item_70454,6721.42,55,369678.1
PO-97102,Vendor_80133,Item_69574,3973.08,16,63569.28
PO-37596,Vendor_63358,Item_83461,7012.63,6,42075.78
PO-18402,Vendor_40526,Item_96264,5683.64,78,443323.92
PO-33721,Vendor_20047,Item_93075,7796.51,80,623720.8
PO-37056,Vendor_33230,Item_74805,4444.7,38,168898.6
PO-97737,Vendor_45668,Item_59406,7705.99,9,69353.91
PO-85340,Vendor_94722,Item_57528,5253.9,91,478104.9
PO-63113,Vendor_73748,Item_46645,3135.66,20,62713.2
PO-83389,Vendor_98957,Item_68452,8201.5,39,319858.5
PO-57836,Vendor_15076,Item_51632,729.88,84,61309.92
PO-94273,Vendor_20253,Item_33991,2321.58,84,195012.72
PO-54291,Vendor_63976,Item_33324,7988.33,86,686996.38
PO-69557,Vendor_46685,Item_74265,2728.71,91,248312.61
PO-62982,Vendor_44213,Item_70012,9986.01,77,768922.77
PO-48187,Vendor_59950,Item_52398,4624.46,53,245096.38
PO-15541,Vendor_76381,Item_73459,3663.8,11,40301.8
PO-37013,Vendor_29804,Item_78159,9356.91,13,121639.83
PO-43102,Vendor_24545,Item_23608,5817.04,14,81438.56
PO-15674,Vendor_95002,Item_85737,8165.37,52,424599.24
PO-75974,Vendor_43633,Item_21813,4900.28,31,151908.68
PO-29666,Vendor_29281,Item_83698,1305.97,42,54850.74
PO-80074,Vendor_29285,Item_82604,8599.76,71,610582.96
PO-75776,Vendor_29149,Item_85495,8208.21,61,500700.81
PO-49607,Vendor_76922,Item_60404,1644.36,90,147992.4
PO-96011,Vendor_88638,Item_99478,3788.15,23,87127.45
PO-36879,Vendor_40046,Item_53394,7185.12,85,610735.2
PO-49995,Vendor_70107,Item_16670,9180.42,13,119345.46
PO-52214,Vendor_72086,Item_53102,8305.26,45,373736.7
PO-97529,Vendor_28852,Item_62422,2977.75,46,136976.5
PO-57942,Vendor_30614,Item_98258,4554.84,33,150309.72
PO-25780,Vendor_43506,Item_87655,9533.22,61,581526.42
PO-57399,Vendor_77708,Item_22373,1218.01,62,75516.62
PO-56350,Vendor_85263,Item_49862,7020.3,56,393136.8
PO-46746,Vendor_82568,Item_93587,5140.76,76,390697.76
PO-50380,Vendor_24237,Item_38730,1918.87,28,53728.36
PO-33319,Vendor_96093,Item_73245,4611.95,98,451971.1
PO-78451,Vendor_29240,Item_76395,6105.53,73,445703.69
PO-64075,Vendor_36207,Item_73606,7439.76,88,654698.88
PO-12794,Vendor_27528,Item_89171,1644.89,82,134880.98
PO-61751,Vendor_77717,Item_74866,2565.99,64,164223.36
PO-56836,Vendor_30378,Item_37349,4977.68,8,39821.44
PO-22765,Vendor_55569,Item_85589,6082.14,86,523064.04
PO-62699,Vendor_85432,Item_79674,1073.79,70,75165.3
PO-39743,Vendor_68023,Item_92162,5666.75,28,158669.0
PO-42748,Vendor_57704,Item_95130,1957.18,3,5871.54
PO-73660,Vendor_16673,Item_15924,7069.78,96,678698.88
PO-38958,Vendor_76320,Item_42534,9748.97,52,506946.44
PO-89747,Vendor_38311,Item_78781,6480.14,89,576732.46
PO-24563,Vendor_82614,Item_10577,3837.46,46,176523.16
PO-81713,Vendor_15083,Item_26362,9213.64,88,810800.32
PO-32028,Vendor_14292,Item_63435,3437.97,37,127204.89
PO-50591,Vendor_96605,Item_58617,3383.54,53,179327.62
PO-10051,Vendor_46818,Item_11948,482.19,44,21216.36
PO-32438,Vendor_76325,Item_79098,1384.55,89,123224.95
PO-63413,Vendor_53799,Item_21930,4034.4,44,177513.6
PO-10556,Vendor_78311,Item_17049,750.88,33,24779.04
PO-22234,Vendor_95566,Item_16701,9037.23,6,54223.38
PO-16948,Vendor_48058,Item_76712,8451.48,72,608506.56
PO-62416,Vendor_33932,Item_93014,9011.8,77,693908.6
PO-69492,Vendor_63431,Item_90084,2914.5,75,218587.5
PO-20169,Vendor_27518,Item_29939,5075.03,48,243601.44
PO-52795,Vendor_15644,Item_92629,4895.59,90,440603.1
PO-58115,Vendor_83538,Item_57542,7337.16,38,278812.08
PO-66285,Vendor_94168,Item_82620,9054.11,39,353110.29
PO-36874,Vendor_40308,Item_20063,9291.91,46,427427.86
PO-98194,Vendor_42642,Item_41692,784.17,13,10194.21
PO-90014,Vendor_56730,Item_11710,440.41,6,2642.46
PO-65960,Vendor_26195,Item_63417,3325.19,7,23276.33
PO-40492,Vendor_42145,Item_24032,9107.89,62,564689.18
PO-43341,Vendor_90961,Item_47593,9976.92,11,109746.12
PO-66868,Vendor_47732,Item_34247,1011.59,90,91043.1
PO-14036,Vendor_23370,Item_13373,9032.25,93,839999.25
PO-83896,Vendor_85926,Item_48230,2046.26,16,32740.16
PO-50012,Vendor_73390,Item_76400,1716.01,80,137280.8
PO-91447,Vendor_56552,Item_73342,2870.91,11,31580.01
PO-28798,Vendor_38414,Item_63166,4734.14,69,326655.66
PO-53230,Vendor_48896,Item_49961,446.01,32,14272.32
PO-73493,Vendor_24789,Item_23045,1511.23,84,126943.32
PO-85344,Vendor_73179,Item_72260,1010.8,1,1010.8
PO-47645,Vendor_26615,Item_13640,6283.99,23,144531.77
PO-56583,Vendor_60495,Item_48338,7006.68,96,672641.28
PO-34418,Vendor_61851,Item_30123,3635.32,42,152683.44
PO-86740,Vendor_18786,Item_99931,9828.4,96,943526.4
PO-63986,Vendor_82524,Item_21509,3401.7,34,115657.8
PO-62862,Vendor_97660,Item_34864,2742.11,77,211142.47
PO-94670,Vendor_87867,Item_73061,9868.79,86,848715.94
PO-52951,Vendor_93184,Item_49745,9049.94,25,226248.5
PO-16128,Vendor_75520,Item_55944,7362.7,52,382860.4
PO-79936,Vendor_61805,Item_29979,4716.82,65,306593.3
PO-48058,Vendor_44924,Item_66551,5814.64,92,534946.88
PO-44295,Vendor_70333,Item_11333,6248.94,18,112480.92
PO-52534,Vendor_55941,Item_75312,8614.73,20,172294.6
PO-24134,Vendor_89538,Item_14964,1939.11,95,184215.45
PO-13619,Vendor_14497,Item_98656,8329.43,18,149929.74
PO-65222,Vendor_75846,Item_58577,1760.52,87,153165.24
PO-34498,Vendor_60783,Item_21957,1202.35,10,12023.5
PO-19234,Vendor_80635,Item_78790,5885.23,45,264835.35
PO-55934,Vendor_17158,Item_57489,9442.17,44,415455.48
PO-40736,Vendor_22851,Item_34910,5602.66,51,285735.66
PO-21992,Vendor_27737,Item_49357,5546.22,40,221848.8
PO-21099,Vendor_82901,Item_44225,332.46,15,4986.9
PO-38580,Vendor_48461,Item_62365,3567.27,18,64210.86
PO-68299,Vendor_57827,Item_91184,4194.68,56,234902.08
PO-23664,Vendor_74665,Item_75360,3477.53,74,257337.22
PO-57162,Vendor_47702,Item_34700,6430.91,5,32154.55
PO-39119,Vendor_39237,Item_81341,9467.25,29,274550.25
PO-58416,Vendor_50650,Item_75948,5461.12,97,529728.64
PO-84510,Vendor_38742,Item_20586,4793.03,57,273202.71
PO-49344,Vendor_67449,Item_81148,5279.13,92,485679.96
PO-54679,Vendor_86878,Item_89617,9424.57,86,810513.02
PO-90994,Vendor_94877,Item_67716,5230.78,15,78461.7
PO-18599,Vendor_93660,Item_92516,7025.3,90,632277.0
PO-12805,Vendor_19390,Item_40657,8598.44,71,610489.24
PO-46911,Vendor_13325,Item_80007,1788.47,31,55442.57
PO-89250,Vendor_90758,Item_49866,9383.44,92,863276.48
PO-15257,Vendor_67697,Item_75245,1764.51,74,130573.74
PO-27521,Vendor_56851,Item_43035,8549.33,25,213733.25
PO-14228,Vendor_33001,Item_65453,4364.82,15,65472.3
PO-92116,Vendor_25922,Item_28291,5227.61,2,10455.22
PO-86131,Vendor_92047,Item_78323,5206.17,61,317576.37
PO-22624,Vendor_80333,Item_40198,165.16,11,1816.76
PO-88162,Vendor_58779,Item_72471,3430.94,84,288198.96
PO-74677,Vendor_99512,Item_48306,312.97,61,19091.17
PO-40188,Vendor_90039,Item_15074,8308.15,42,348942.3
PO-68242,Vendor_96323,Item_69633,2901.75,7,20312.25
PO-94801,Vendor_66791,Item_70218,4168.22,17,70859.74
PO-67156,Vendor_84818,Item_19140,4444.15,59,262204.85
PO-11667,Vendor_61390,Item_20850,4288.35,10,42883.5
PO-58441,Vendor_78398,Item_29638,384.63,77,29616.51
PO-77799,Vendor_70220,Item_46080,7549.05,66,498237.3
PO-80207,Vendor_20583,Item_38260,3087.31,10,30873.1
PO-69246,Vendor_80001,Item_93990,2331.06,36,83918.16
PO-76155,Vendor_88036,Item_85930,5186.56,88,456417.28
PO-18420,Vendor_41340,Item_38858,5492.4,20,109848.0
PO-84727,Vendor_36973,Item_47717,6576.05,70,460323.5
PO-51875,Vendor_84819,Item_97048,4809.02,61,293350.22
PO-13666,Vendor_19380,Item_23338,934.51,45,42052.95
PO-65227,Vendor_82909,Item_51018,9088.2,32,290822.4
PO-47070,Vendor_16506,Item_15618,588.56,33,19422.48
PO-32755,Vendor_63625,Item_96181,3602.35,71,255766.85
PO-40795,Vendor_64925,Item_78667,3083.03,15,46245.45
PO-59082,Vendor_86265,Item_52263,7889.83,61,481279.63
PO-75882,Vendor_15816,Item_59058,7159.21,67,479667.07
PO-44587,Vendor_40166,Item_85576,3039.36,9,27354.24
PO-57584,Vendor_42867,Item_43795,9171.14,24,220107.36
PO-32913,Vendor_44795,Item_43510,7764.93,49,380481.57
PO-94230,Vendor_12690,Item_64514,5969.83,82,489526.06
PO-62664,Vendor_34647,Item_78316,3653.02,2,7306.04
PO-87562,Vendor_97525,Item_59032,9007.05,35,315246.75
PO-91735,Vendor_60973,Item_81281,4628.97,82,379575.54
PO-53782,Vendor_33407,Item_42624,9550.21,84,802217.64
PO-45571,Vendor_77096,Item_99425,1502.33,66,99153.78
PO-24329,Vendor_64241,Item_89688,2223.31,56,124505.36
PO-18474,Vendor_98990,Item_97125,9583.04,27,258742.08
PO-93579,Vendor_79500,Item_93542,6543.46,69,451498.74
PO-59380,Vendor_83033,Item_38420,9374.06,8,74992.48
PO-84538,Vendor_81386,Item_55516,6369.05,61,388512.05
PO-32595,Vendor_89242,Item_25675,3747.78,31,116181.18
PO-55230,Vendor_95292,Item_19948,7392.29,31,229160.99
PO-94696,Vendor_31009,Item_73655,5195.6,53,275366.8
PO-86207,Vendor_53961,Item_76978,3257.31,36,117263.16
PO-59334,Vendor_18002,Item_95851,9071.95,22,199582.9
PO-92745,Vendor_55236,Item_31351,8761.25,3,26283.75
PO-80993,Vendor_67265,Item_33821,7653.95,81,619969.95
PO-34293,Vendor_83720,Item_43671,977.64,53,51814.92
PO-85682,Vendor_69534,Item_46136,9437.49,96,905999.04
PO-79314,Vendor_75298,Item_90513,3927.51,53,208158.03
PO-82390,Vendor_83179,Item_98249,5342.0,36,192312.0
PO-53394,Vendor_34200,Item_77761,5861.0,86,504046.0
PO-91597,Vendor_81034,Item_19873,167.29,75,12546.75
PO-33608,Vendor_93486,Item_42796,4077.61,20,81552.2
PO-31890,Vendor_93471,Item_98718,8127.82,63,512052.66
PO-36531,Vendor_27917,Item_93774,7265.16,92,668394.72
PO-53976,Vendor_16181,Item_43854,6128.94,33,202255.02
PO-53221,Vendor_83846,Item_52335,4461.4,42,187378.8
PO-60626,Vendor_41580,Item_81600,8168.06,18,147025.08
PO-97774,Vendor_95555,Item_83540,6493.21,22,142850.62
PO-87810,Vendor_16303,Item_86462,3795.34,14,53134.76
PO-92114,Vendor_42642,Item_82662,9739.54,82,798642.28
PO-40858,Vendor_41707,Item_51518,9342.99,90,840869.1
PO-24724,Vendor_75665,Item_42886,5881.82,94,552891.08
PO-93673,Vendor_16581,Item_62568,8922.6,60,535356.0
