Invoice Number,Vendor,PO Number,Invoice Date,Total Amount
INV-54732,Vendor_81257,PO-28551,"April 16, 2024",10952.78
INV-89596,Vendor_28292,PO-55553,"May 01, 2024",55413.89
INV-23962,Vendor_59925,PO-62684,"April 09, 2024",92083.39
INV-95249,Vendor_16027,PO-93889,"May 04, 2024",82272.01
INV-95824,Vendor_61811,PO-32545,"April 15, 2024",58766.27
INV-69539,Vendor_59269,PO-93295,"April 13, 2024",4466.03
INV-18721,Vendor_45598,PO-47377,"April 16, 2024",25620.79
INV-53239,Vendor_74954,PO-99355,"May 03, 2024",40252.46
INV-71179,Vendor_77632,PO-34988,"April 28, 2024",93634.58
INV-45966,Vendor_31147,PO-17217,"April 08, 2024",36057.83
INV-29320,Vendor_55091,PO-75930,"April 27, 2024",66849.38
INV-36248,Vendor_23984,PO-78004,"April 23, 2024",75936.61
INV-91635,Vendor_81250,PO-15460,"April 25, 2024",4973.98
INV-54476,Vendor_58993,PO-33098,"April 25, 2024",58736.79
INV-36847,Vendor_91351,PO-91820,"April 15, 2024",50931.58
INV-78247,Vendor_10543,PO-43277,"April 27, 2024",53760.4
INV-70350,Vendor_47478,PO-41086,"April 15, 2024",94132.8
INV-16416,Vendor_37285,PO-24750,"April 18, 2024",60152.67
INV-84254,Vendor_13727,PO-14238,"May 05, 2024",17264.21
INV-16073,Vendor_29641,PO-33814,"April 18, 2024",10184.61
INV-95609,Vendor_31564,PO-31148,"April 15, 2024",43159.42
INV-68592,Vendor_63527,PO-44885,"April 27, 2024",24293.04
INV-82909,Vendor_47994,PO-57275,"April 18, 2024",87046.64
INV-68993,Vendor_80152,PO-52352,"April 07, 2024",62735.03
INV-46967,Vendor_18107,PO-90337,"April 15, 2024",40840.71
INV-18561,Vendor_12961,PO-22271,"April 10, 2024",97393.8
INV-96217,Vendor_46495,PO-40438,"April 11, 2024",84333.48
INV-98221,Vendor_54708,PO-40377,"May 02, 2024",70913.83
INV-67129,Vendor_32288,PO-65726,"April 18, 2024",9532.5
INV-79802,Vendor_27580,PO-71617,"April 22, 2024",71414.17
INV-18288,Vendor_21770,PO-14108,"April 18, 2024",83043.14
INV-24911,Vendor_33630,PO-98672,"April 28, 2024",73267.31
INV-98388,Vendor_71802,PO-93870,"April 09, 2024",8929.09
INV-54979,Vendor_92825,PO-32345,"April 14, 2024",54932.33
INV-51763,Vendor_17962,PO-36092,"April 20, 2024",59097.53
INV-38001,Vendor_77396,PO-18902,"April 14, 2024",51992.86
INV-36777,Vendor_24348,PO-93844,"April 26, 2024",96812.35
INV-18883,Vendor_54741,PO-73267,"May 03, 2024",20092.48
INV-85418,Vendor_93953,PO-37702,"April 29, 2024",49041.34
INV-44909,Vendor_87726,PO-23678,"April 27, 2024",2219.5
INV-31165,Vendor_82549,PO-59129,"April 25, 2024",69412.87
INV-11831,Vendor_62125,PO-51431,"May 03, 2024",87070.78
INV-93870,Vendor_52006,PO-99539,"April 11, 2024",87399.22
INV-58094,Vendor_97004,PO-61006,"April 22, 2024",70823.51
INV-24131,Vendor_30982,PO-98903,"April 15, 2024",64997.23
INV-90658,Vendor_52122,PO-51336,"April 22, 2024",83045.47
INV-94735,Vendor_68117,PO-74772,"April 17, 2024",86921.47
INV-79646,Vendor_59372,PO-25535,"April 22, 2024",46048.1
INV-35992,Vendor_76898,PO-85911,"April 30, 2024",70277.13
INV-85612,Vendor_65492,PO-27872,"April 25, 2024",46588.8
INV-57845,Vendor_74838,PO-23740,"April 28, 2024",24274.67
INV-57349,Vendor_96300,PO-82973,"April 20, 2024",50995.94
INV-65984,Vendor_28990,PO-43504,"April 23, 2024",29742.6
INV-99831,Vendor_99554,PO-98757,"April 19, 2024",67744.74
INV-94885,Vendor_60578,PO-49567,"April 15, 2024",24423.15
INV-98696,Vendor_45883,PO-17207,"April 25, 2024",24604.52
INV-68698,Vendor_93800,PO-52056,"April 12, 2024",11553.47
INV-40810,Vendor_10503,PO-47937,"April 15, 2024",95092.85
INV-58454,Vendor_26062,PO-57960,"April 20, 2024",74973.29
INV-76338,Vendor_23624,PO-87243,"May 04, 2024",32447.2
INV-78475,Vendor_38214,PO-12855,"May 03, 2024",22848.69
INV-56534,Vendor_74519,PO-67578,"April 08, 2024",80259.01
INV-43384,Vendor_50216,PO-17136,"April 08, 2024",42082.03
INV-21255,Vendor_93175,PO-38107,"April 22, 2024",49549.42
INV-21111,Vendor_43480,PO-36754,"May 06, 2024",2171.2
INV-75907,Vendor_82653,PO-22957,"April 07, 2024",64093.81
INV-90341,Vendor_84375,PO-19757,"May 05, 2024",14987.19
INV-49129,Vendor_60228,PO-67138,"April 16, 2024",12066.03
INV-93341,Vendor_75439,PO-84696,"April 23, 2024",97051.1
INV-24798,Vendor_24894,PO-40810,"April 13, 2024",99513.81
INV-20684,Vendor_97894,PO-33154,"May 02, 2024",55619.9
INV-67474,Vendor_22575,PO-49292,"April 08, 2024",7582.87
INV-94251,Vendor_98724,PO-47693,"April 24, 2024",55200.9
INV-14697,Vendor_92668,PO-22235,"May 06, 2024",93937.01
INV-80432,Vendor_41333,PO-96070,"April 22, 2024",45385.2
INV-54339,Vendor_84636,PO-89589,"May 05, 2024",92899.79
INV-94059,Vendor_61736,PO-17074,"May 03, 2024",1733.71
INV-30640,Vendor_59753,PO-43725,"May 03, 2024",78190.58
INV-10200,Vendor_35054,PO-16976,"April 27, 2024",31846.18
INV-84883,Vendor_86424,PO-10410,"April 30, 2024",65489.57
INV-50554,Vendor_41212,PO-68057,"April 15, 2024",10127.25
INV-58151,Vendor_13239,PO-42672,"April 16, 2024",67836.19
INV-66086,Vendor_96580,PO-14249,"April 13, 2024",41716.02
INV-96539,Vendor_90091,PO-61993,"April 19, 2024",93091.38
INV-47412,Vendor_81791,PO-39026,"April 14, 2024",9994.26
INV-85863,Vendor_56634,PO-50641,"April 16, 2024",75297.85
INV-36583,Vendor_51260,PO-78818,"April 23, 2024",78071.69
INV-45402,Vendor_40020,PO-49785,"May 04, 2024",36128.66
INV-33728,Vendor_46269,PO-73639,"April 24, 2024",27864.78
INV-15870,Vendor_58663,PO-61101,"April 20, 2024",50069.25
INV-63393,Vendor_78417,PO-31995,"May 02, 2024",49025.43
INV-60753,Vendor_80830,PO-71519,"April 30, 2024",29566.38
INV-33880,Vendor_30015,PO-96960,"April 12, 2024",62543.1
INV-84352,Vendor_71763,PO-19979,"May 01, 2024",86609.34
INV-56835,Vendor_90438,PO-74321,"April 11, 2024",97115.83
INV-87550,Vendor_67305,PO-32404,"April 25, 2024",77866.82
INV-76871,Vendor_71904,PO-68290,"May 06, 2024",55073.74
INV-20634,Vendor_10264,PO-82693,"April 28, 2024",24361.5
INV-29267,Vendor_14473,PO-78199,"April 23, 2024",28195.59
INV-66257,Vendor_40145,PO-16564,"May 04, 2024",97866.16
INV-22642,Vendor_20166,PO-50978,"April 24, 2024",21160.46
INV-48170,Vendor_58409,PO-31799,"April 15, 2024",25184.27
INV-92544,Vendor_71082,PO-72734,"April 22, 2024",16621.98
INV-20710,Vendor_98208,PO-73680,"April 21, 2024",34210.63
INV-93883,Vendor_66886,PO-47009,"April 25, 2024",55545.73
INV-61822,Vendor_69756,PO-55930,"April 18, 2024",2078.03
INV-81070,Vendor_71741,PO-72202,"April 23, 2024",70760.59
INV-93499,Vendor_15392,PO-12078,"April 11, 2024",30027.59
INV-43592,Vendor_37901,PO-38412,"April 07, 2024",54874.3
INV-34342,Vendor_31569,PO-38648,"April 30, 2024",24464.67
INV-91143,Vendor_39804,PO-13614,"May 01, 2024",4152.87
INV-62624,Vendor_97101,PO-30258,"April 12, 2024",46773.37
INV-50986,Vendor_70256,PO-63919,"April 11, 2024",25866.46
INV-87082,Vendor_41119,PO-56563,"April 09, 2024",24446.03
INV-26427,Vendor_12530,PO-65606,"April 24, 2024",298.02
INV-56365,Vendor_29060,PO-27777,"April 12, 2024",83387.71
INV-46855,Vendor_65059,PO-91898,"April 16, 2024",55893.57
INV-72727,Vendor_99753,PO-22395,"April 07, 2024",57445.07
INV-85885,Vendor_78967,PO-21820,"May 01, 2024",51882.2
INV-78420,Vendor_66321,PO-72321,"April 30, 2024",21954.32
INV-83416,Vendor_21492,PO-54163,"May 06, 2024",4309.3
INV-73778,Vendor_39550,PO-68893,"April 07, 2024",51548.58
INV-54065,Vendor_74742,PO-89062,"April 20, 2024",82129.75
INV-47588,Vendor_21504,PO-31671,"April 07, 2024",80236.37
INV-42070,Vendor_60550,PO-86879,"April 21, 2024",85836.31
INV-56852,Vendor_17905,PO-48159,"May 03, 2024",2260.68
INV-66194,Vendor_28003,PO-68040,"April 17, 2024",45987.44
INV-79844,Vendor_64658,PO-87788,"April 13, 2024",16561.58
INV-44627,Vendor_40145,PO-61226,"April 21, 2024",20735.99
INV-87918,Vendor_28084,PO-16504,"May 01, 2024",7521.43
INV-49116,Vendor_52718,PO-15573,"May 02, 2024",40474.31
INV-16757,Vendor_83494,PO-27844,"April 17, 2024",48061.47
INV-40146,Vendor_69695,PO-11520,"April 14, 2024",19569.31
INV-14926,Vendor_67240,PO-54208,"April 21, 2024",69760.87
INV-85781,Vendor_41313,PO-79460,"April 26, 2024",62881.56
INV-50169,Vendor_31636,PO-61227,"April 28, 2024",48916.25
INV-54779,Vendor_84268,PO-52661,"April 17, 2024",10533.92
INV-38316,Vendor_69098,PO-39790,"April 20, 2024",56650.56
INV-23194,Vendor_49840,PO-85253,"April 22, 2024",72432.67
INV-45512,Vendor_28765,PO-54033,"May 01, 2024",90457.36
INV-99444,Vendor_21518,PO-64141,"April 23, 2024",84267.98
INV-94324,Vendor_70832,PO-90068,"April 17, 2024",4784.4
INV-43332,Vendor_99196,PO-25807,"May 02, 2024",71161.25
INV-29777,Vendor_97128,PO-48947,"April 12, 2024",88549.6
INV-60575,Vendor_42211,PO-20153,"April 11, 2024",68260.62
INV-16910,Vendor_54224,PO-69998,"May 01, 2024",58884.33
INV-39128,Vendor_61451,PO-28700,"April 14, 2024",48319.75
INV-62029,Vendor_74460,PO-60098,"April 13, 2024",68863.03
INV-51298,Vendor_56544,PO-49152,"May 04, 2024",69322.51
INV-31589,Vendor_61916,PO-63873,"April 10, 2024",2549.83
INV-55811,Vendor_16034,PO-71400,"April 25, 2024",51432.66
INV-28020,Vendor_13909,PO-30389,"April 24, 2024",5144.96
INV-32796,Vendor_88143,PO-15624,"April 29, 2024",500.76
INV-24521,Vendor_64530,PO-76441,"April 07, 2024",34226.71
INV-37185,Vendor_13393,PO-53783,"April 23, 2024",28275.05
INV-14447,Vendor_94866,PO-43572,"April 27, 2024",51534.06
INV-46390,Vendor_22504,PO-86810,"April 25, 2024",12050.25
INV-72903,Vendor_74542,PO-59503,"April 14, 2024",26843.34
INV-60400,Vendor_21341,PO-75187,"May 03, 2024",73237.83
INV-54765,Vendor_89768,PO-47709,"April 18, 2024",30018.78
INV-14931,Vendor_44884,PO-95885,"April 13, 2024",33984.81
INV-70519,Vendor_47693,PO-95993,"May 03, 2024",61634.15
INV-50216,Vendor_77913,PO-46197,"May 01, 2024",1354.41
INV-19666,Vendor_31301,PO-85220,"April 10, 2024",6044.38
INV-72080,Vendor_74516,PO-90900,"April 24, 2024",12144.49
INV-12186,Vendor_40999,PO-79222,"April 19, 2024",71081.29
INV-52244,Vendor_32901,PO-37076,"April 11, 2024",4640.18
INV-51167,Vendor_65674,PO-16988,"April 11, 2024",56252.67
INV-45265,Vendor_48772,PO-44475,"May 03, 2024",75183.79
INV-40642,Vendor_54161,PO-29539,"April 08, 2024",93884.79
INV-38100,Vendor_78382,PO-96172,"April 27, 2024",52868.14
INV-66063,Vendor_24114,PO-44138,"May 04, 2024",82917.23
INV-47012,Vendor_49317,PO-88336,"April 27, 2024",53256.78
INV-88468,Vendor_74035,PO-65184,"April 12, 2024",92778.44
INV-20398,Vendor_22010,PO-84943,"April 09, 2024",7063.99
INV-68856,Vendor_67930,PO-83816,"April 08, 2024",82474.47
INV-88122,Vendor_51919,PO-15997,"May 05, 2024",15218.08
INV-92459,Vendor_75305,PO-59237,"May 01, 2024",49772.55
INV-24952,Vendor_85249,PO-67166,"April 22, 2024",71242.42
INV-60904,Vendor_93599,PO-45866,"April 27, 2024",81883.44
INV-33946,Vendor_52793,PO-84166,"April 27, 2024",39397.17
INV-86698,Vendor_14414,PO-57496,"April 25, 2024",14431.81
INV-67388,Vendor_32904,PO-58736,"April 07, 2024",44104.85
INV-31954,Vendor_12062,PO-27080,"April 25, 2024",51206.67
INV-19913,Vendor_15660,PO-67044,"April 28, 2024",11546.98
INV-31213,Vendor_15133,PO-68506,"April 29, 2024",47038.59
INV-55796,Vendor_99113,PO-62193,"April 17, 2024",5747.5
INV-70947,Vendor_54285,PO-19914,"May 05, 2024",42929.39
INV-54217,Vendor_10773,PO-10804,"April 08, 2024",41536.9
INV-12551,Vendor_44403,PO-62938,"April 10, 2024",20417.28
INV-91765,Vendor_67057,PO-63647,"April 09, 2024",25908.7
INV-39769,Vendor_52482,PO-57184,"April 24, 2024",74841.51
INV-67126,Vendor_98538,PO-89651,"April 28, 2024",14435.58
INV-47530,Vendor_16996,PO-62884,"April 14, 2024",93688.24
INV-18093,Vendor_80782,PO-82978,"April 08, 2024",48485.8
INV-41739,Vendor_27523,PO-87116,"April 09, 2024",9088.95
INV-29793,Vendor_29380,PO-92261,"April 25, 2024",93984.19
INV-92611,Vendor_19804,PO-65684,"April 28, 2024",92628.68
INV-14513,Vendor_57532,PO-18302,"April 21, 2024",44231.65
INV-58983,Vendor_66857,PO-95247,"April 20, 2024",54697.7
INV-47616,Vendor_69517,PO-23087,"May 04, 2024",73246.57
INV-76864,Vendor_76997,PO-95964,"April 25, 2024",15165.16
INV-92935,Vendor_55416,PO-82381,"May 04, 2024",66806.63
INV-98868,Vendor_44504,PO-50476,"April 08, 2024",92456.67
INV-38970,Vendor_36999,PO-60041,"May 02, 2024",2010.29
INV-21805,Vendor_81788,PO-66270,"May 01, 2024",43547.55
INV-88390,Vendor_11491,PO-11048,"April 12, 2024",90017.62
INV-49573,Vendor_59480,PO-18378,"May 02, 2024",38233.42
INV-11869,Vendor_75224,PO-49823,"April 27, 2024",86882.45
INV-62176,Vendor_82727,PO-89464,"April 09, 2024",12785.91
INV-50982,Vendor_35438,PO-92266,"April 22, 2024",37128.8
INV-92819,Vendor_25749,PO-67872,"April 24, 2024",57708.65
INV-10604,Vendor_22219,PO-53065,"April 20, 2024",17632.17
INV-36873,Vendor_22260,PO-11992,"May 04, 2024",29720.07
INV-93928,Vendor_15409,PO-82695,"April 14, 2024",74884.87
INV-64074,Vendor_58117,PO-77864,"May 01, 2024",89152.43
INV-47809,Vendor_58124,PO-35873,"April 08, 2024",96225.19
INV-64415,Vendor_17286,PO-63852,"April 12, 2024",63260.46
INV-17969,Vendor_75535,PO-31916,"May 02, 2024",37209.94
INV-57719,Vendor_59761,PO-20055,"April 17, 2024",53282.1
INV-31742,Vendor_67964,PO-40171,"May 03, 2024",65376.13
INV-96661,Vendor_57688,PO-11897,"April 18, 2024",78482.4
INV-96947,Vendor_82225,PO-35304,"May 04, 2024",91352.73
INV-82487,Vendor_62240,PO-74725,"May 04, 2024",16534.07
INV-72878,Vendor_27126,PO-52268,"April 27, 2024",64340.14
INV-97211,Vendor_42644,PO-66868,"April 07, 2024",85642.92
INV-86558,Vendor_45406,PO-93236,"April 15, 2024",52990.84
INV-87175,Vendor_34338,PO-15440,"April 15, 2024",60797.8
INV-92557,Vendor_57768,PO-76369,"May 04, 2024",77014.4
INV-81470,Vendor_61932,PO-69857,"April 27, 2024",9484.59
INV-93255,Vendor_60899,PO-42532,"May 05, 2024",70121.06
INV-21750,Vendor_95606,PO-60650,"April 25, 2024",94689.81
INV-56923,Vendor_86248,PO-75640,"May 06, 2024",21437.47
INV-14136,Vendor_53310,PO-49571,"April 12, 2024",4031.37
INV-77712,Vendor_50856,PO-15180,"April 12, 2024",7112.65
INV-85537,Vendor_76255,PO-77511,"April 22, 2024",47837.83
INV-63078,Vendor_97966,PO-61718,"April 10, 2024",98420.33
INV-68199,Vendor_87499,PO-65021,"April 15, 2024",13474.02
INV-93692,Vendor_85436,PO-20265,"April 27, 2024",16297.73
INV-41630,Vendor_34192,PO-67856,"April 14, 2024",19970.78
INV-84587,Vendor_30359,PO-33424,"April 13, 2024",8188.98
INV-67529,Vendor_59665,PO-47096,"May 05, 2024",47059.14
INV-33065,Vendor_49853,PO-31662,"May 03, 2024",59933.12
INV-37454,Vendor_60500,PO-44601,"April 10, 2024",98521.45
INV-20697,Vendor_59598,PO-13097,"April 13, 2024",10989.97
INV-36199,Vendor_52595,PO-76540,"April 26, 2024",7500.38
INV-67230,Vendor_76545,PO-14381,"April 21, 2024",74256.13
INV-56126,Vendor_23688,PO-40053,"April 29, 2024",80754.0
INV-39159,Vendor_38786,PO-68056,"April 26, 2024",77114.53
INV-80920,Vendor_68114,PO-58377,"April 23, 2024",1891.47
INV-98546,Vendor_45080,PO-36051,"April 17, 2024",13414.84
INV-38757,Vendor_34737,PO-58604,"April 12, 2024",96085.73
INV-91280,Vendor_96572,PO-34718,"May 01, 2024",17621.55
INV-79146,Vendor_89271,PO-12708,"April 07, 2024",85858.49
INV-32554,Vendor_87463,PO-17129,"May 02, 2024",63623.38
INV-20342,Vendor_46521,PO-52947,"April 21, 2024",40946.98
INV-65820,Vendor_58988,PO-45343,"April 25, 2024",99318.01
INV-59526,Vendor_99709,PO-22658,"April 16, 2024",70123.29
INV-50403,Vendor_15817,PO-27169,"April 10, 2024",11264.81
INV-76374,Vendor_30493,PO-20410,"April 19, 2024",91356.82
INV-95957,Vendor_84115,PO-68163,"April 25, 2024",63000.96
INV-93968,Vendor_12443,PO-66436,"April 21, 2024",92468.95
INV-52196,Vendor_50217,PO-62271,"April 28, 2024",64294.0
INV-61107,Vendor_70031,PO-85005,"April 07, 2024",48680.68
INV-98954,Vendor_94273,PO-73119,"April 30, 2024",53510.82
INV-65390,Vendor_53703,PO-44038,"April 25, 2024",85784.6
INV-69766,Vendor_61693,PO-64979,"April 30, 2024",48896.5
INV-73592,Vendor_86309,PO-55847,"April 12, 2024",42479.63
INV-92841,Vendor_62693,PO-77358,"April 14, 2024",20850.0
INV-83671,Vendor_40153,PO-27579,"May 03, 2024",72330.75
INV-17975,Vendor_48282,PO-29449,"April 18, 2024",66116.92
INV-31048,Vendor_75324,PO-92431,"April 16, 2024",53891.21
INV-14923,Vendor_58000,PO-53075,"April 30, 2024",71285.36
INV-19707,Vendor_29996,PO-66908,"April 28, 2024",29784.43
INV-32221,Vendor_69096,PO-37064,"April 13, 2024",71015.59
INV-66463,Vendor_66207,PO-54567,"April 30, 2024",32822.28
INV-46911,Vendor_64807,PO-16313,"May 06, 2024",69545.25
INV-50135,Vendor_26293,PO-55887,"April 12, 2024",27876.35
INV-26501,Vendor_58734,PO-31300,"April 07, 2024",48240.81
INV-54238,Vendor_73142,PO-10973,"May 05, 2024",33225.45
INV-62445,Vendor_29639,PO-49140,"April 13, 2024",22097.85
INV-42073,Vendor_79436,PO-87940,"April 11, 2024",52338.65
INV-41192,Vendor_50505,PO-16883,"April 28, 2024",66805.49
INV-41235,Vendor_32319,PO-27279,"April 27, 2024",49731.9
INV-69822,Vendor_62560,PO-19280,"April 15, 2024",25792.17
INV-31255,Vendor_76361,PO-85553,"May 05, 2024",42008.71
INV-99833,Vendor_57123,PO-61714,"April 17, 2024",34835.06
INV-31234,Vendor_20818,PO-40794,"April 17, 2024",10224.25
INV-91448,Vendor_16576,PO-74548,"April 26, 2024",36326.55
INV-32931,Vendor_32532,PO-72678,"April 27, 2024",56897.58
INV-89768,Vendor_49635,PO-62991,"April 10, 2024",26172.42
INV-96477,Vendor_58855,PO-62077,"April 14, 2024",68545.13
INV-98890,Vendor_51343,PO-39362,"April 28, 2024",19218.48
INV-56001,Vendor_87190,PO-35821,"April 24, 2024",84861.28
INV-39139,Vendor_95422,PO-63358,"April 14, 2024",94573.99
INV-92268,Vendor_20196,PO-21764,"April 20, 2024",86753.7
INV-23828,Vendor_80733,PO-37004,"April 07, 2024",92038.7
INV-29867,Vendor_68497,PO-88802,"May 04, 2024",77959.58
INV-97098,Vendor_88530,PO-35648,"April 21, 2024",45428.66
INV-71774,Vendor_59904,PO-28570,"April 11, 2024",90242.7
INV-41913,Vendor_28471,PO-47978,"April 28, 2024",26945.78
INV-40065,Vendor_60951,PO-51362,"April 14, 2024",77608.93
INV-41894,Vendor_28142,PO-57854,"May 04, 2024",82366.37
INV-69642,Vendor_98874,PO-64854,"April 07, 2024",89224.79
INV-40695,Vendor_31605,PO-93209,"May 03, 2024",75383.16
INV-87974,Vendor_60843,PO-53159,"April 26, 2024",13309.95
INV-88036,Vendor_15377,PO-75745,"April 08, 2024",62512.14
INV-77212,Vendor_24128,PO-55787,"April 29, 2024",98331.6
INV-25995,Vendor_48770,PO-89147,"April 08, 2024",71216.62
INV-24844,Vendor_35879,PO-61045,"April 08, 2024",4978.87
INV-36307,Vendor_38384,PO-13858,"April 25, 2024",34182.71
INV-67414,Vendor_34818,PO-39822,"May 06, 2024",1975.17
INV-15477,Vendor_65659,PO-96903,"April 07, 2024",34820.46
INV-71844,Vendor_86357,PO-35810,"April 29, 2024",86965.41
INV-69808,Vendor_81293,PO-90106,"May 01, 2024",81941.66
INV-80919,Vendor_43899,PO-63742,"April 25, 2024",76116.67
INV-96420,Vendor_23315,PO-18812,"May 01, 2024",81666.79
INV-45580,Vendor_89390,PO-49336,"April 16, 2024",72777.11
INV-52027,Vendor_58580,PO-50993,"April 13, 2024",8125.07
INV-29744,Vendor_55133,PO-75879,"April 13, 2024",75594.17
INV-70689,Vendor_17167,PO-28633,"April 22, 2024",63842.98
INV-50143,Vendor_60481,PO-13706,"April 27, 2024",66780.13
INV-68102,Vendor_19634,PO-79310,"April 24, 2024",78054.35
INV-23861,Vendor_33552,PO-49971,"May 04, 2024",40159.6
INV-97663,Vendor_60451,PO-88525,"April 09, 2024",22912.14
INV-85008,Vendor_79329,PO-12475,"April 30, 2024",10250.57
INV-26429,Vendor_84545,PO-10672,"April 12, 2024",59171.07
INV-94447,Vendor_35358,PO-14936,"April 30, 2024",35471.86
INV-41411,Vendor_45273,PO-86239,"April 29, 2024",43156.33
INV-81248,Vendor_22217,PO-56220,"April 30, 2024",55237.65
INV-10975,Vendor_28878,PO-66552,"April 30, 2024",44213.3
INV-42462,Vendor_32641,PO-55141,"May 01, 2024",82935.63
INV-83235,Vendor_63358,PO-54079,"April 18, 2024",17259.41
INV-59810,Vendor_31634,PO-12549,"April 20, 2024",23643.61
INV-34365,Vendor_41671,PO-10451,"May 04, 2024",42981.58
INV-53402,Vendor_13801,PO-53155,"April 28, 2024",37123.68
INV-41032,Vendor_74241,PO-49402,"April 25, 2024",75127.07
INV-76794,Vendor_42536,PO-85986,"May 01, 2024",82640.89
INV-79026,Vendor_36755,PO-85749,"April 17, 2024",2341.43
INV-88844,Vendor_14255,PO-90514,"April 17, 2024",97591.03
INV-57192,Vendor_66215,PO-26435,"April 18, 2024",40189.97
INV-45989,Vendor_54063,PO-78037,"April 23, 2024",88990.15
INV-74427,Vendor_43860,PO-51706,"May 05, 2024",34608.84
INV-34533,Vendor_16345,PO-16319,"April 25, 2024",54052.32
INV-65062,Vendor_18001,PO-56195,"April 29, 2024",71649.73
INV-16680,Vendor_34374,PO-42415,"April 15, 2024",27798.62
INV-75150,Vendor_82664,PO-92640,"April 13, 2024",65573.93
INV-30813,Vendor_67021,PO-85851,"April 20, 2024",5081.45
INV-85672,Vendor_73053,PO-64224,"April 10, 2024",81729.7
INV-76041,Vendor_73610,PO-38831,"April 15, 2024",39407.51
INV-97394,Vendor_68263,PO-87278,"April 24, 2024",27069.02
INV-78366,Vendor_33351,PO-19672,"May 01, 2024",22347.21
INV-41374,Vendor_60935,PO-51390,"April 20, 2024",49302.33
INV-93923,Vendor_95384,PO-73460,"May 02, 2024",70566.94
INV-39218,Vendor_32260,PO-64023,"May 06, 2024",94273.88
INV-67307,Vendor_57215,PO-34019,"April 09, 2024",62362.8
INV-12114,Vendor_88025,PO-84350,"April 12, 2024",10920.7
INV-48443,Vendor_53235,PO-36679,"May 03, 2024",1249.04
INV-44390,Vendor_84512,PO-14544,"April 25, 2024",56554.18
INV-11247,Vendor_95747,PO-78989,"April 09, 2024",76753.56
INV-19969,Vendor_90279,PO-82489,"April 08, 2024",73463.58
INV-33517,Vendor_59741,PO-88755,"April 16, 2024",61102.43
INV-35529,Vendor_46163,PO-59371,"April 22, 2024",20066.93
INV-52826,Vendor_89981,PO-38504,"May 02, 2024",56663.13
INV-48955,Vendor_79285,PO-79691,"April 14, 2024",83020.2
INV-39796,Vendor_23461,PO-83010,"April 24, 2024",10977.64
INV-68993,Vendor_28941,PO-53844,"April 29, 2024",59865.13
INV-71458,Vendor_62404,PO-86172,"April 14, 2024",12861.8
INV-70974,Vendor_50076,PO-79320,"April 16, 2024",61776.44
INV-94832,Vendor_35994,PO-98903,"April 27, 2024",94102.7
INV-19488,Vendor_16926,PO-62841,"April 29, 2024",94492.35
INV-30429,Vendor_39586,PO-86172,"May 01, 2024",366.41
INV-67299,Vendor_62744,PO-36646,"April 16, 2024",8764.68
INV-70965,Vendor_96962,PO-29463,"April 19, 2024",2607.96
INV-30098,Vendor_59836,PO-98156,"April 30, 2024",5228.06
INV-54458,Vendor_70209,PO-26536,"April 11, 2024",57561.53
INV-67850,Vendor_71839,PO-57275,"April 17, 2024",63131.08
INV-70468,Vendor_84818,PO-28490,"May 04, 2024",7052.45
INV-77717,Vendor_73312,PO-19984,"April 19, 2024",14523.2
INV-48086,Vendor_29897,PO-65745,"April 29, 2024",51325.67
INV-60235,Vendor_34703,PO-98983,"April 07, 2024",86873.61
INV-22425,Vendor_81173,PO-19150,"April 16, 2024",59827.29
INV-46892,Vendor_63656,PO-62047,"April 18, 2024",6996.92
INV-86229,Vendor_60956,PO-20290,"April 24, 2024",66618.67
INV-77330,Vendor_62971,PO-76796,"April 13, 2024",72719.26
INV-38627,Vendor_28526,PO-67903,"April 28, 2024",82578.21
INV-42698,Vendor_41115,PO-58099,"May 04, 2024",96023.77
INV-29492,Vendor_85752,PO-64579,"April 11, 2024",63510.97
INV-67748,Vendor_68769,PO-44610,"April 11, 2024",1097.12
INV-10120,Vendor_24333,PO-23107,"April 11, 2024",12105.51
INV-93152,Vendor_58785,PO-26880,"April 11, 2024",76984.54
INV-83926,Vendor_66737,PO-67921,"April 16, 2024",7597.77
INV-87423,Vendor_37173,PO-34727,"April 19, 2024",22372.38
INV-78946,Vendor_97901,PO-21247,"May 04, 2024",86173.76
INV-64479,Vendor_77062,PO-91538,"April 07, 2024",71053.97
INV-32592,Vendor_70558,PO-32476,"April 24, 2024",79874.66
INV-49610,Vendor_48224,PO-42882,"May 05, 2024",26481.87
INV-70897,Vendor_71921,PO-78097,"May 05, 2024",94504.2
INV-89054,Vendor_78349,PO-89559,"April 20, 2024",73981.07
INV-98114,Vendor_50775,PO-43215,"May 04, 2024",9957.98
INV-25037,Vendor_85201,PO-77238,"April 28, 2024",42476.97
INV-67477,Vendor_55449,PO-74593,"May 01, 2024",72122.54
INV-36127,Vendor_47976,PO-43753,"April 21, 2024",73268.49
INV-12480,Vendor_94430,PO-81661,"May 06, 2024",61213.0
INV-26595,Vendor_63188,PO-41001,"April 26, 2024",96715.85
INV-11725,Vendor_53122,PO-31622,"April 12, 2024",58131.72
INV-17142,Vendor_80395,PO-22450,"April 08, 2024",12984.2
INV-62029,Vendor_50212,PO-38365,"April 07, 2024",37699.36
INV-70840,Vendor_40686,PO-60127,"April 16, 2024",94657.9
INV-20271,Vendor_10713,PO-80775,"April 18, 2024",17658.7
