Employee,Department,Item,Budget Code,Delivery Date
Employee_52366,Finance,Item_46171,Fin-12547,"April 17, 2024"
Employee_84216,Operations,Item_52748,Ope-76372,"May 05, 2024"
Employee_90954,HR,Item_58763,HR-37111,"April 27, 2024"
Employee_58754,Finance,Item_66583,Fin-18301,"April 19, 2024"
Employee_71991,Marketing,Item_70747,Mar-88236,"April 27, 2024"
Employee_42706,R&D,Item_74468,R&D-64226,"May 01, 2024"
Employee_74430,Finance,Item_87596,Fin-91030,"April 26, 2024"
Employee_79702,R&D,Item_41573,R&D-48817,"April 17, 2024"
Employee_95186,IT,Item_42128,IT-87878,"April 22, 2024"
Employee_94973,IT,Item_30449,IT-85745,"May 06, 2024"
Employee_75785,Finance,Item_76596,Fin-98700,"May 02, 2024"
Employee_58218,Sales,Item_91753,Sal-94204,"April 20, 2024"
Employee_37666,R&D,Item_10558,R&D-51414,"April 10, 2024"
Employee_51213,Operations,Item_43838,Ope-80493,"April 14, 2024"
Employee_45432,R&D,Item_24484,R&D-51594,"April 27, 2024"
Employee_83738,R&D,Item_57989,R&D-44015,"May 06, 2024"
Employee_64925,IT,Item_52810,IT-18953,"May 05, 2024"
Employee_65107,Operations,Item_77453,Ope-14829,"May 04, 2024"
Employee_71789,Sales,Item_79156,Sal-14750,"April 19, 2024"
Employee_29910,Operations,Item_13705,Ope-98390,"April 13, 2024"
Employee_13416,IT,Item_16001,IT-76126,"April 12, 2024"
Employee_97123,Finance,Item_46716,Fin-34336,"May 02, 2024"
Employee_15682,IT,Item_47571,IT-90234,"April 08, 2024"
Employee_89658,HR,Item_47661,HR-30710,"May 03, 2024"
Employee_11187,R&D,Item_14784,R&D-66769,"April 21, 2024"
Employee_82985,HR,Item_56936,HR-86491,"April 11, 2024"
Employee_87691,R&D,Item_69097,R&D-82127,"May 05, 2024"
Employee_84622,Sales,Item_84226,Sal-63396,"April 22, 2024"
Employee_87568,HR,Item_92271,HR-72203,"April 21, 2024"
Employee_42098,Marketing,Item_13128,Mar-77410,"April 08, 2024"
Employee_94166,R&D,Item_87089,R&D-84659,"April 07, 2024"
Employee_10308,Marketing,Item_14267,Mar-97633,"April 07, 2024"
Employee_42252,Finance,Item_54134,Fin-54173,"April 30, 2024"
Employee_46662,Finance,Item_71216,Fin-70750,"May 01, 2024"
Employee_12280,Sales,Item_96757,Sal-63592,"May 03, 2024"
Employee_10914,HR,Item_66123,HR-62174,"May 04, 2024"
Employee_92224,Operations,Item_38947,Ope-88121,"April 11, 2024"
Employee_76041,IT,Item_50750,IT-28944,"April 17, 2024"
Employee_74082,IT,Item_22388,IT-16975,"April 08, 2024"
Employee_99478,Finance,Item_42626,Fin-34501,"April 21, 2024"
Employee_39268,HR,Item_92574,HR-78509,"April 09, 2024"
Employee_43160,Operations,Item_76741,Ope-96527,"April 23, 2024"
Employee_93693,Sales,Item_73215,Sal-46592,"April 11, 2024"
Employee_50129,IT,Item_59680,IT-63533,"April 13, 2024"
Employee_59756,Sales,Item_57988,Sal-68454,"April 14, 2024"
Employee_17978,Marketing,Item_75096,Mar-85360,"April 30, 2024"
Employee_38239,Operations,Item_25246,Ope-47258,"May 02, 2024"
Employee_46620,Sales,Item_72094,Sal-79353,"May 02, 2024"
Employee_35271,Marketing,Item_23815,Mar-79569,"April 18, 2024"
Employee_11711,Operations,Item_33566,Ope-29249,"April 28, 2024"
Employee_61033,Operations,Item_87289,Ope-75884,"April 18, 2024"
Employee_33220,Marketing,Item_22915,Mar-15359,"May 02, 2024"
Employee_25768,HR,Item_80537,HR-94994,"April 27, 2024"
Employee_10227,Marketing,Item_19797,Mar-32948,"April 16, 2024"
Employee_61334,Operations,Item_63014,Ope-76015,"April 07, 2024"
Employee_53205,R&D,Item_14158,R&D-50779,"April 13, 2024"
Employee_10316,R&D,Item_49455,R&D-65673,"April 11, 2024"
Employee_46919,HR,Item_65214,HR-56131,"April 27, 2024"
Employee_17361,Finance,Item_78704,Fin-66561,"April 15, 2024"
Employee_76927,Finance,Item_57335,Fin-75892,"April 23, 2024"
Employee_84864,Finance,Item_19803,Fin-43914,"April 10, 2024"
Employee_66390,Sales,Item_16089,Sal-42842,"April 27, 2024"
Employee_11630,IT,Item_92982,IT-37001,"May 02, 2024"
Employee_20988,R&D,Item_98712,R&D-69449,"May 06, 2024"
Employee_49184,R&D,Item_11363,R&D-56656,"April 24, 2024"
Employee_72908,Operations,Item_70037,Ope-39238,"April 14, 2024"
Employee_44045,Operations,Item_81662,Ope-61022,"April 24, 2024"
Employee_52813,Sales,Item_45689,Sal-40511,"May 03, 2024"
Employee_85226,Finance,Item_71969,Fin-14555,"April 14, 2024"
Employee_85227,R&D,Item_75696,R&D-41706,"April 23, 2024"
Employee_68400,HR,Item_37429,HR-48432,"April 24, 2024"
Employee_93640,Operations,Item_61729,Ope-45808,"April 27, 2024"
Employee_87682,Sales,Item_53776,Sal-69592,"April 08, 2024"
Employee_40672,R&D,Item_82159,R&D-33196,"April 15, 2024"
Employee_34068,Sales,Item_63784,Sal-87238,"April 29, 2024"
Employee_22604,R&D,Item_28601,R&D-28932,"April 15, 2024"
Employee_73236,HR,Item_75014,HR-60250,"April 26, 2024"
Employee_42943,IT,Item_85072,IT-42961,"April 30, 2024"
Employee_51105,R&D,Item_52241,R&D-78613,"April 28, 2024"
Employee_72363,R&D,Item_58942,R&D-74101,"April 25, 2024"
Employee_64709,IT,Item_33735,IT-27898,"April 14, 2024"
Employee_71169,Marketing,Item_71970,Mar-84372,"April 27, 2024"
Employee_47176,Sales,Item_51456,Sal-69287,"May 06, 2024"
Employee_92119,Finance,Item_21225,Fin-64030,"May 01, 2024"
Employee_13331,Sales,Item_51614,Sal-77685,"April 23, 2024"
Employee_56056,HR,Item_51544,HR-99725,"April 10, 2024"
Employee_92039,IT,Item_90182,IT-63780,"April 08, 2024"
Employee_43382,Sales,Item_43767,Sal-48076,"April 15, 2024"
Employee_13428,Operations,Item_68888,Ope-80979,"April 15, 2024"
Employee_96548,Operations,Item_22365,Ope-35234,"April 30, 2024"
Employee_41230,Operations,Item_70824,Ope-93475,"April 09, 2024"
Employee_18133,Operations,Item_74540,Ope-98468,"May 04, 2024"
Employee_89502,Marketing,Item_58364,Mar-20465,"April 16, 2024"
Employee_81134,HR,Item_41221,HR-74123,"April 24, 2024"
Employee_59037,IT,Item_19357,IT-80619,"April 29, 2024"
Employee_46861,HR,Item_97735,HR-33362,"April 10, 2024"
Employee_16865,R&D,Item_60861,R&D-22808,"April 22, 2024"
Employee_47269,Marketing,Item_16194,Mar-25957,"April 21, 2024"
Employee_45271,HR,Item_28576,HR-32321,"May 03, 2024"
Employee_12634,Sales,Item_62099,Sal-54800,"May 03, 2024"
Employee_40164,Marketing,Item_84198,Mar-86260,"April 15, 2024"
Employee_29464,IT,Item_39997,IT-11985,"April 24, 2024"
Employee_20801,Operations,Item_81597,Ope-60859,"April 17, 2024"
Employee_34555,HR,Item_89741,HR-29037,"May 02, 2024"
Employee_95012,Operations,Item_48968,Ope-52538,"April 18, 2024"
Employee_63146,Sales,Item_24687,Sal-56052,"April 11, 2024"
Employee_32341,Operations,Item_42915,Ope-14615,"April 13, 2024"
Employee_49721,HR,Item_79358,HR-73285,"April 27, 2024"
Employee_65445,R&D,Item_85503,R&D-50492,"April 26, 2024"
Employee_69101,Marketing,Item_65600,Mar-30350,"April 10, 2024"
Employee_18303,Sales,Item_56827,Sal-30690,"May 06, 2024"
Employee_60189,Sales,Item_47364,Sal-31166,"April 12, 2024"
Employee_65425,Sales,Item_49395,Sal-17069,"April 07, 2024"
Employee_49297,Marketing,Item_98859,Mar-10889,"April 18, 2024"
Employee_89574,Sales,Item_33681,Sal-23871,"April 29, 2024"
Employee_75014,Operations,Item_75676,Ope-75315,"April 24, 2024"
Employee_46535,R&D,Item_87110,R&D-65796,"April 15, 2024"
Employee_91054,IT,Item_10004,IT-51957,"April 18, 2024"
Employee_21878,Sales,Item_66971,Sal-97134,"April 29, 2024"
Employee_38332,Operations,Item_17408,Ope-68677,"April 29, 2024"
Employee_41758,R&D,Item_39174,R&D-29178,"April 23, 2024"
Employee_83273,Finance,Item_18306,Fin-77688,"April 19, 2024"
Employee_91559,Marketing,Item_90490,Mar-92577,"April 23, 2024"
Employee_41354,Sales,Item_80531,Sal-47595,"April 23, 2024"
Employee_99458,Sales,Item_67181,Sal-92942,"April 17, 2024"
Employee_13207,HR,Item_94087,HR-62055,"April 24, 2024"
Employee_45815,R&D,Item_25970,R&D-69285,"April 23, 2024"
Employee_34975,Operations,Item_51927,Ope-30063,"May 06, 2024"
Employee_85967,Sales,Item_48613,Sal-87058,"April 13, 2024"
Employee_54056,Sales,Item_98890,Sal-76500,"April 08, 2024"
Employee_21522,Marketing,Item_60619,Mar-80099,"April 30, 2024"
Employee_49386,Sales,Item_52161,Sal-87138,"May 02, 2024"
Employee_89272,Marketing,Item_45460,Mar-29021,"April 21, 2024"
Employee_33564,HR,Item_34087,HR-78695,"April 28, 2024"
Employee_30157,R&D,Item_36876,R&D-71939,"April 19, 2024"
Employee_37362,HR,Item_65428,HR-62615,"April 29, 2024"
Employee_86118,Sales,Item_99147,Sal-51461,"April 30, 2024"
Employee_71989,Marketing,Item_66433,Mar-69516,"April 12, 2024"
Employee_37311,HR,Item_52649,HR-44227,"April 08, 2024"
Employee_89654,Finance,Item_72105,Fin-66315,"April 15, 2024"
Employee_57519,IT,Item_95556,IT-88029,"April 13, 2024"
Employee_20390,Sales,Item_78188,Sal-45439,"April 26, 2024"
Employee_52036,R&D,Item_20933,R&D-43176,"April 14, 2024"
Employee_86897,Finance,Item_69659,Fin-88108,"April 10, 2024"
Employee_85437,Finance,Item_29560,Fin-87585,"April 09, 2024"
Employee_84162,HR,Item_33448,HR-89065,"April 09, 2024"
Employee_80292,Operations,Item_85602,Ope-99820,"April 22, 2024"
Employee_67842,Sales,Item_69477,Sal-69634,"April 09, 2024"
Employee_18737,HR,Item_80986,HR-65117,"April 12, 2024"
Employee_55456,Marketing,Item_23523,Mar-33373,"April 21, 2024"
Employee_72854,Marketing,Item_77883,Mar-61740,"April 23, 2024"
Employee_44187,Operations,Item_40119,Ope-13863,"April 25, 2024"
Employee_16313,Finance,Item_77546,Fin-14957,"May 03, 2024"
Employee_13797,IT,Item_47039,IT-94658,"April 07, 2024"
Employee_50316,Operations,Item_81150,Ope-69552,"May 05, 2024"
Employee_23387,HR,Item_68431,HR-78535,"April 18, 2024"
Employee_10699,R&D,Item_11149,R&D-87490,"April 16, 2024"
Employee_44367,R&D,Item_85728,R&D-96661,"April 11, 2024"
Employee_21309,Finance,Item_22671,Fin-64954,"May 01, 2024"
Employee_88373,Marketing,Item_47082,Mar-24350,"April 28, 2024"
Employee_32509,Sales,Item_87789,Sal-48290,"April 09, 2024"
Employee_76548,Finance,Item_70518,Fin-46649,"April 20, 2024"
Employee_73783,IT,Item_75060,IT-81232,"April 21, 2024"
Employee_12323,Operations,Item_39788,Ope-89060,"April 14, 2024"
Employee_76862,R&D,Item_92347,R&D-44221,"May 06, 2024"
Employee_90349,Finance,Item_91849,Fin-84983,"April 29, 2024"
Employee_74138,HR,Item_74630,HR-83331,"April 07, 2024"
Employee_28078,Finance,Item_37506,Fin-38295,"April 30, 2024"
Employee_59395,Marketing,Item_68053,Mar-74187,"April 12, 2024"
Employee_83905,Sales,Item_46931,Sal-23650,"April 17, 2024"
Employee_91856,R&D,Item_87703,R&D-51087,"April 30, 2024"
Employee_62816,Marketing,Item_11695,Mar-17929,"April 09, 2024"
Employee_89845,R&D,Item_94420,R&D-81898,"May 06, 2024"
Employee_10150,R&D,Item_54523,R&D-83970,"April 20, 2024"
Employee_10160,Sales,Item_11211,Sal-84000,"April 09, 2024"
Employee_61487,Finance,Item_26719,Fin-93371,"April 25, 2024"
Employee_49304,Marketing,Item_33157,Mar-76738,"April 20, 2024"
Employee_48110,HR,Item_95522,HR-29475,"May 05, 2024"
Employee_55327,Finance,Item_43921,Fin-18416,"April 21, 2024"
Employee_92440,Finance,Item_71617,Fin-45764,"May 04, 2024"
Employee_71198,Marketing,Item_53310,Mar-69395,"May 01, 2024"
Employee_16323,Marketing,Item_41075,Mar-62027,"April 16, 2024"
Employee_68379,Marketing,Item_80202,Mar-44312,"April 22, 2024"
Employee_86786,HR,Item_39103,HR-65707,"April 25, 2024"
Employee_30916,HR,Item_31081,HR-54050,"April 19, 2024"
Employee_32239,Operations,Item_94954,Ope-87634,"April 08, 2024"
Employee_69911,R&D,Item_74100,R&D-31919,"May 03, 2024"
Employee_76856,Marketing,Item_29934,Mar-65790,"April 24, 2024"
Employee_44304,HR,Item_52755,HR-31077,"April 18, 2024"
Employee_29038,HR,Item_71854,HR-46536,"April 11, 2024"
Employee_81720,Finance,Item_90441,Fin-87652,"April 21, 2024"
Employee_68592,R&D,Item_63223,R&D-98023,"April 27, 2024"
Employee_54251,IT,Item_71240,IT-57975,"April 29, 2024"
Employee_98383,IT,Item_93843,IT-74526,"April 12, 2024"
Employee_30039,Finance,Item_72673,Fin-22393,"April 16, 2024"
Employee_87734,HR,Item_15124,HR-38992,"May 05, 2024"
Employee_99461,HR,Item_94073,HR-74778,"May 05, 2024"
Employee_16848,Operations,Item_34819,Ope-88650,"April 17, 2024"
Employee_29004,Operations,Item_55767,Ope-44841,"May 02, 2024"
Employee_19447,IT,Item_73339,IT-26457,"April 23, 2024"
Employee_71062,HR,Item_96746,HR-41008,"April 08, 2024"
Employee_34586,Sales,Item_23952,Sal-10411,"April 08, 2024"
Employee_72891,Operations,Item_82514,Ope-28012,"April 26, 2024"
Employee_41597,Sales,Item_80128,Sal-21739,"April 18, 2024"
Employee_50343,Finance,Item_69175,Fin-46954,"April 18, 2024"
Employee_99939,Marketing,Item_20085,Mar-94716,"April 27, 2024"
Employee_89601,R&D,Item_57684,R&D-26425,"April 18, 2024"
Employee_62327,Operations,Item_65028,Ope-63724,"April 16, 2024"
Employee_55485,Operations,Item_93092,Ope-73897,"April 24, 2024"
Employee_96912,Sales,Item_58505,Sal-52791,"April 20, 2024"
Employee_71141,R&D,Item_15648,R&D-74356,"April 19, 2024"
Employee_14535,IT,Item_42943,IT-17260,"April 07, 2024"
Employee_14081,IT,Item_21303,IT-61236,"April 07, 2024"
Employee_92328,IT,Item_54243,IT-59038,"April 24, 2024"
Employee_94366,R&D,Item_86418,R&D-70478,"May 06, 2024"
Employee_44324,R&D,Item_88286,R&D-17277,"April 14, 2024"
Employee_12470,Marketing,Item_26233,Mar-91781,"April 29, 2024"
Employee_50565,Finance,Item_10803,Fin-39201,"April 29, 2024"
Employee_25564,Operations,Item_24981,Ope-81564,"April 20, 2024"
Employee_47323,Marketing,Item_30191,Mar-39891,"April 16, 2024"
Employee_53501,Operations,Item_80920,Ope-59450,"May 04, 2024"
Employee_24530,Sales,Item_88416,Sal-93984,"April 11, 2024"
Employee_20431,Finance,Item_60469,Fin-37582,"May 01, 2024"
Employee_71205,Operations,Item_85003,Ope-40635,"April 10, 2024"
Employee_26871,Marketing,Item_86651,Mar-55543,"April 26, 2024"
Employee_37746,Marketing,Item_71218,Mar-64210,"May 02, 2024"
Employee_19322,Marketing,Item_89137,Mar-18886,"April 19, 2024"
Employee_95596,R&D,Item_81248,R&D-46248,"April 13, 2024"
Employee_54020,IT,Item_48539,IT-57258,"April 17, 2024"
Employee_95093,Sales,Item_88350,Sal-98004,"April 17, 2024"
Employee_64587,HR,Item_39891,HR-79423,"April 23, 2024"
Employee_69921,HR,Item_21093,HR-86876,"April 15, 2024"
Employee_27605,R&D,Item_98864,R&D-14606,"April 11, 2024"
Employee_41121,Marketing,Item_73428,Mar-61100,"April 21, 2024"
Employee_42915,IT,Item_42569,IT-55468,"April 26, 2024"
Employee_60822,Operations,Item_53333,Ope-42852,"April 11, 2024"
Employee_11880,Operations,Item_98995,Ope-50593,"April 29, 2024"
Employee_59151,Finance,Item_18290,Fin-75070,"April 15, 2024"
Employee_19972,R&D,Item_98359,R&D-42277,"April 21, 2024"
Employee_76693,R&D,Item_60229,R&D-80130,"April 29, 2024"
Employee_95814,IT,Item_31398,IT-97381,"April 24, 2024"
Employee_16643,Sales,Item_17187,Sal-28182,"April 09, 2024"
Employee_29739,Sales,Item_87787,Sal-21292,"April 24, 2024"
Employee_30615,R&D,Item_38411,R&D-96913,"April 14, 2024"
Employee_13732,Sales,Item_91762,Sal-94369,"April 28, 2024"
Employee_44559,Finance,Item_63190,Fin-78769,"April 11, 2024"
Employee_50085,Marketing,Item_34144,Mar-25848,"April 21, 2024"
Employee_69086,Operations,Item_33710,Ope-55435,"April 26, 2024"
Employee_36411,IT,Item_88365,IT-43875,"May 06, 2024"
Employee_95439,Finance,Item_19709,Fin-26812,"April 19, 2024"
Employee_11617,Finance,Item_94415,Fin-67322,"April 08, 2024"
Employee_87850,Sales,Item_41005,Sal-61557,"April 22, 2024"
Employee_34899,R&D,Item_17492,R&D-43537,"May 06, 2024"
Employee_98397,Finance,Item_97752,Fin-28579,"May 02, 2024"
Employee_70907,Finance,Item_64106,Fin-53422,"April 19, 2024"
Employee_22110,HR,Item_10200,HR-48466,"May 02, 2024"
Employee_29135,HR,Item_96028,HR-36832,"April 21, 2024"
Employee_45965,Operations,Item_56955,Ope-24452,"May 04, 2024"
Employee_97683,Operations,Item_60360,Ope-62352,"April 28, 2024"
Employee_88921,Finance,Item_94069,Fin-49796,"April 15, 2024"
Employee_22572,Sales,Item_83461,Sal-36471,"April 08, 2024"
Employee_91539,R&D,Item_35619,R&D-55554,"April 24, 2024"
Employee_31457,Sales,Item_16799,Sal-51661,"April 14, 2024"
Employee_18333,Finance,Item_66611,Fin-12397,"April 23, 2024"
Employee_51891,Marketing,Item_58469,Mar-92049,"April 27, 2024"
Employee_83716,Finance,Item_83636,Fin-46957,"May 03, 2024"
Employee_97698,Sales,Item_79374,Sal-43821,"April 20, 2024"
Employee_42548,R&D,Item_21290,R&D-97618,"April 09, 2024"
Employee_68933,R&D,Item_15582,R&D-49782,"April 26, 2024"
Employee_73271,Marketing,Item_25986,Mar-74085,"April 09, 2024"
Employee_90882,Sales,Item_31081,Sal-39574,"April 23, 2024"
Employee_20772,Operations,Item_25144,Ope-10474,"May 04, 2024"
Employee_44395,Operations,Item_19354,Ope-10926,"April 26, 2024"
Employee_52434,HR,Item_71875,HR-96657,"April 24, 2024"
Employee_32989,R&D,Item_93043,R&D-17425,"April 27, 2024"
Employee_81943,Operations,Item_10646,Ope-69775,"April 28, 2024"
Employee_75119,IT,Item_73715,IT-89400,"May 01, 2024"
Employee_91637,Finance,Item_29778,Fin-97721,"May 01, 2024"
Employee_94908,Sales,Item_30730,Sal-62009,"April 23, 2024"
Employee_19976,R&D,Item_55118,R&D-55003,"April 30, 2024"
Employee_10866,Marketing,Item_11658,Mar-62460,"April 17, 2024"
Employee_27115,Operations,Item_59045,Ope-55398,"April 10, 2024"
Employee_53240,R&D,Item_40404,R&D-10214,"May 04, 2024"
Employee_51585,Marketing,Item_74995,Mar-73007,"April 09, 2024"
Employee_46878,Marketing,Item_87066,Mar-47660,"April 08, 2024"
Employee_23106,HR,Item_14691,HR-53099,"April 19, 2024"
Employee_70968,Operations,Item_38173,Ope-88553,"April 17, 2024"
Employee_23331,R&D,Item_29524,R&D-71189,"April 27, 2024"
Employee_15762,IT,Item_44479,IT-42496,"May 01, 2024"
Employee_14541,Sales,Item_33307,Sal-84659,"April 12, 2024"
Employee_87603,Finance,Item_96541,Fin-85303,"April 23, 2024"
Employee_98539,Finance,Item_24707,Fin-27438,"April 20, 2024"
Employee_69413,HR,Item_52053,HR-10978,"May 04, 2024"
Employee_77607,Marketing,Item_73852,Mar-77339,"April 26, 2024"
Employee_53119,Operations,Item_41331,Ope-96426,"April 20, 2024"
Employee_54767,R&D,Item_77070,R&D-49822,"April 30, 2024"
Employee_51344,Sales,Item_45692,Sal-41559,"April 28, 2024"
Employee_73865,HR,Item_23113,HR-82118,"April 23, 2024"
Employee_88214,HR,Item_94231,HR-67167,"April 20, 2024"
Employee_48663,R&D,Item_27339,R&D-94304,"May 01, 2024"
Employee_99184,R&D,Item_88433,R&D-51515,"April 17, 2024"
Employee_46962,Finance,Item_18506,Fin-41562,"April 30, 2024"
Employee_37383,Operations,Item_18546,Ope-64274,"April 11, 2024"
Employee_68304,IT,Item_76354,IT-74688,"April 21, 2024"
Employee_95624,R&D,Item_27327,R&D-10075,"April 11, 2024"
Employee_88597,Sales,Item_10931,Sal-98775,"April 28, 2024"
Employee_13058,R&D,Item_13234,R&D-21833,"May 04, 2024"
Employee_99557,IT,Item_64265,IT-82754,"April 13, 2024"
Employee_96501,Marketing,Item_90754,Mar-19011,"April 09, 2024"
Employee_27965,HR,Item_56988,HR-93532,"April 13, 2024"
Employee_39720,IT,Item_52973,IT-46593,"April 08, 2024"
Employee_94088,Finance,Item_88537,Fin-37297,"April 29, 2024"
Employee_29454,Marketing,Item_57340,Mar-37999,"April 18, 2024"
Employee_60060,HR,Item_94452,HR-59425,"April 20, 2024"
Employee_68582,Operations,Item_41552,Ope-97043,"April 24, 2024"
Employee_95224,Operations,Item_78513,Ope-98402,"May 03, 2024"
Employee_70450,Operations,Item_67206,Ope-36867,"April 18, 2024"
Employee_62582,HR,Item_79399,HR-35085,"April 25, 2024"
Employee_30261,HR,Item_13630,HR-68221,"April 12, 2024"
Employee_29641,R&D,Item_78167,R&D-59724,"April 13, 2024"
Employee_82982,IT,Item_26499,IT-80616,"April 26, 2024"
Employee_26327,IT,Item_81338,IT-19347,"May 05, 2024"
Employee_76715,Operations,Item_39152,Ope-12795,"April 30, 2024"
Employee_17053,Finance,Item_13633,Fin-95441,"April 16, 2024"
Employee_17138,Marketing,Item_88196,Mar-76177,"April 09, 2024"
Employee_49080,HR,Item_85014,HR-54996,"May 04, 2024"
Employee_13974,HR,Item_62561,HR-91810,"April 14, 2024"
Employee_25153,Operations,Item_35326,Ope-78594,"April 14, 2024"
Employee_69167,R&D,Item_51224,R&D-16050,"April 23, 2024"
Employee_65851,HR,Item_22414,HR-63018,"April 21, 2024"
Employee_29105,Finance,Item_53188,Fin-89258,"April 21, 2024"
Employee_24721,Sales,Item_60014,Sal-23321,"April 11, 2024"
Employee_56949,Sales,Item_31676,Sal-77804,"April 30, 2024"
Employee_21668,Finance,Item_70451,Fin-57413,"April 07, 2024"
Employee_52421,HR,Item_53625,HR-33334,"April 09, 2024"
Employee_52039,Marketing,Item_37065,Mar-93883,"April 18, 2024"
Employee_85888,R&D,Item_87057,R&D-22892,"May 04, 2024"
Employee_26088,R&D,Item_31400,R&D-18948,"April 25, 2024"
Employee_83075,IT,Item_88775,IT-59225,"April 29, 2024"
Employee_48715,Operations,Item_13216,Ope-30625,"April 23, 2024"
Employee_32494,R&D,Item_65551,R&D-47256,"April 26, 2024"
Employee_55500,Marketing,Item_77346,Mar-85200,"April 27, 2024"
Employee_89579,Marketing,Item_25501,Mar-64457,"April 30, 2024"
Employee_81867,R&D,Item_69155,R&D-55138,"May 02, 2024"
Employee_66400,Finance,Item_91780,Fin-43945,"April 24, 2024"
Employee_46598,Sales,Item_45652,Sal-92230,"May 06, 2024"
Employee_93488,Finance,Item_49570,Fin-92725,"April 27, 2024"
Employee_87495,Finance,Item_22599,Fin-50440,"April 26, 2024"
Employee_48190,Operations,Item_73766,Ope-70348,"April 14, 2024"
Employee_30777,R&D,Item_83997,R&D-99244,"April 23, 2024"
Employee_58720,HR,Item_60320,HR-27290,"April 24, 2024"
Employee_32967,Finance,Item_81208,Fin-98998,"April 24, 2024"
Employee_34819,Sales,Item_45522,Sal-75331,"April 27, 2024"
Employee_30319,HR,Item_52024,HR-94528,"April 27, 2024"
Employee_87915,IT,Item_90694,IT-50167,"April 10, 2024"
Employee_24283,HR,Item_40976,HR-94970,"May 04, 2024"
Employee_47511,IT,Item_70150,IT-88938,"April 26, 2024"
Employee_67977,Marketing,Item_46362,Mar-41725,"April 28, 2024"
Employee_19793,Marketing,Item_76734,Mar-22483,"April 21, 2024"
Employee_12822,R&D,Item_95150,R&D-96721,"April 10, 2024"
Employee_76622,Marketing,Item_63788,Mar-26699,"April 30, 2024"
Employee_63924,Operations,Item_87824,Ope-79680,"April 27, 2024"
Employee_23614,IT,Item_21704,IT-10270,"April 19, 2024"
Employee_71349,Sales,Item_80472,Sal-20151,"April 26, 2024"
Employee_30947,Marketing,Item_17482,Mar-83295,"April 23, 2024"
Employee_55690,R&D,Item_17751,R&D-75285,"April 16, 2024"
Employee_72275,Marketing,Item_10168,Mar-96506,"April 26, 2024"
Employee_25957,Marketing,Item_99021,Mar-99164,"April 27, 2024"
Employee_49926,Operations,Item_57862,Ope-85297,"April 10, 2024"
Employee_52113,Marketing,Item_94493,Mar-68111,"April 08, 2024"
Employee_97235,Finance,Item_61543,Fin-41901,"May 06, 2024"
Employee_42197,Sales,Item_76361,Sal-12397,"May 06, 2024"
Employee_48772,HR,Item_44328,HR-30792,"April 20, 2024"
Employee_63951,Marketing,Item_43407,Mar-55126,"April 09, 2024"
Employee_25123,HR,Item_28873,HR-26020,"April 30, 2024"
Employee_64589,HR,Item_37423,HR-79294,"April 29, 2024"
Employee_49765,HR,Item_37869,HR-52531,"May 01, 2024"
Employee_74856,Operations,Item_38110,Ope-91097,"April 07, 2024"
Employee_92668,Sales,Item_89839,Sal-84467,"April 10, 2024"
Employee_43978,Finance,Item_92614,Fin-45073,"May 05, 2024"
Employee_52718,Sales,Item_82472,Sal-33370,"April 16, 2024"
Employee_26413,IT,Item_27912,IT-38552,"April 09, 2024"
Employee_72746,Marketing,Item_52987,Mar-18878,"April 24, 2024"
Employee_41664,Finance,Item_30921,Fin-75995,"May 06, 2024"
Employee_60364,R&D,Item_80606,R&D-54535,"April 28, 2024"
Employee_37293,HR,Item_22064,HR-66070,"April 18, 2024"
Employee_74267,Sales,Item_45881,Sal-40874,"April 23, 2024"
Employee_16125,HR,Item_12729,HR-27135,"April 13, 2024"
Employee_36759,Marketing,Item_84126,Mar-12754,"April 09, 2024"
Employee_26862,HR,Item_85761,HR-76179,"April 22, 2024"
Employee_80321,Marketing,Item_12543,Mar-22896,"April 16, 2024"
Employee_58001,Marketing,Item_49432,Mar-70353,"April 24, 2024"
Employee_99639,IT,Item_56592,IT-63703,"May 03, 2024"
Employee_32421,IT,Item_17696,IT-27869,"April 09, 2024"
Employee_16243,IT,Item_48544,IT-89245,"April 16, 2024"
Employee_20369,Marketing,Item_85352,Mar-68127,"April 17, 2024"
Employee_59914,Sales,Item_65870,Sal-19916,"April 15, 2024"
Employee_46524,Finance,Item_66834,Fin-46176,"April 25, 2024"
Employee_79788,IT,Item_86723,IT-11690,"April 27, 2024"
Employee_70142,HR,Item_92643,HR-16951,"April 18, 2024"
Employee_17705,Sales,Item_21887,Sal-37768,"April 26, 2024"
Employee_13791,R&D,Item_52703,R&D-94258,"April 16, 2024"
Employee_16681,HR,Item_56936,HR-30895,"April 11, 2024"
Employee_36095,HR,Item_72004,HR-32743,"April 26, 2024"
Employee_28959,Marketing,Item_58918,Mar-24782,"May 02, 2024"
Employee_15251,Operations,Item_48676,Ope-39112,"April 23, 2024"
Employee_98218,R&D,Item_12258,R&D-83460,"April 13, 2024"
Employee_47803,Sales,Item_24873,Sal-18987,"April 10, 2024"
Employee_52329,Marketing,Item_84247,Mar-59617,"April 13, 2024"
Employee_30669,Marketing,Item_71612,Mar-38583,"April 07, 2024"
Employee_20947,Finance,Item_91692,Fin-28954,"May 03, 2024"
Employee_44365,Finance,Item_71657,Fin-63137,"April 11, 2024"
Employee_27475,Operations,Item_97422,Ope-66419,"April 24, 2024"
Employee_36989,Finance,Item_67270,Fin-38220,"April 29, 2024"
Employee_94438,Sales,Item_62194,Sal-13814,"April 07, 2024"
